order_item_id,order_id,product_id,quantity,unit_price,line_total,item_status,ship_date,delivered_date,canceled_date,date_created,date_updated
6202,1357,1877,2,18.92,37.84,Delivered,"2026-01-20 00:00:00","2026-01-23 00:00:00",NULL,"2026-01-18 00:00:00","2026-04-16 11:56:30"
6203,1358,1870,3,4.38,13.14,Shipped,"2025-02-04 00:00:00",NULL,NULL,"2025-02-03 00:00:00","2026-04-16 11:56:30"
6204,1358,7218,1,3.11,3.11,Delivered,"2025-02-04 00:00:00","2025-02-05 00:00:00",NULL,"2025-02-03 00:00:00","2026-04-16 11:56:30"
6205,1358,9924,4,4.17,16.68,Delivered,"2025-02-05 00:00:00","2025-02-10 00:00:00",NULL,"2025-02-03 00:00:00","2026-04-16 11:56:30"
6206,1359,2226,2,4.85,9.70,Delivered,"2025-09-06 00:00:00","2025-09-10 00:00:00",NULL,"2025-09-03 00:00:00","2026-04-16 11:56:30"
6207,1359,3986,1,2.58,2.58,Delivered,"2025-09-04 00:00:00","2025-09-06 00:00:00",NULL,"2025-09-03 00:00:00","2026-04-16 11:56:30"
6208,1359,5192,5,16.49,82.45,Shipped,"2025-09-06 00:00:00",NULL,NULL,"2025-09-03 00:00:00","2026-04-16 11:56:30"
6209,1359,9830,3,8.04,24.12,Delivered,"2025-09-04 00:00:00","2025-09-07 00:00:00",NULL,"2025-09-03 00:00:00","2026-04-16 11:56:30"
6210,1360,1982,3,10.98,32.94,Shipped,"2026-04-05 00:00:00",NULL,NULL,"2026-04-02 00:00:00","2026-04-16 11:56:30"
6211,1360,4198,5,4.69,23.45,Delivered,"2026-04-04 00:00:00","2026-04-08 00:00:00",NULL,"2026-04-02 00:00:00","2026-04-16 11:56:30"
6212,1361,5429,4,24.27,97.08,Delivered,"2026-04-06 00:00:00","2026-04-07 00:00:00",NULL,"2026-04-04 00:00:00","2026-04-16 11:56:30"
6213,1362,9628,1,9.21,9.21,Shipped,"2024-10-16 00:00:00",NULL,NULL,"2024-10-15 00:00:00","2026-04-16 11:56:30"
6214,1362,976,2,10.39,20.78,Delivered,"2024-10-18 00:00:00","2024-10-21 00:00:00",NULL,"2024-10-15 00:00:00","2026-04-16 11:56:30"
6215,1362,568,5,7.44,37.20,Shipped,"2024-10-17 00:00:00",NULL,NULL,"2024-10-15 00:00:00","2026-04-16 11:56:30"
6216,1362,1589,1,23.74,23.74,Delivered,"2024-10-16 00:00:00","2024-10-18 00:00:00",NULL,"2024-10-15 00:00:00","2026-04-16 11:56:30"
6217,1362,2515,3,33.77,101.31,Delivered,"2024-10-17 00:00:00","2024-10-18 00:00:00",NULL,"2024-10-15 00:00:00","2026-04-16 11:56:30"
6218,1363,1798,1,18.93,18.93,Delivered,"2026-04-04 00:00:00","2026-04-09 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6219,1363,1947,3,5.21,15.63,Delivered,"2026-04-02 00:00:00","2026-04-03 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6220,1363,8617,3,7.31,21.93,Delivered,"2026-04-02 00:00:00","2026-04-03 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6221,1363,5169,3,11.22,33.66,Delivered,"2026-04-03 00:00:00","2026-04-04 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6222,1363,1561,4,4.81,19.24,Delivered,"2026-04-03 00:00:00","2026-04-05 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6223,1363,6892,4,22.91,91.64,Delivered,"2026-04-03 00:00:00","2026-04-04 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6224,1363,8545,4,8.55,34.20,Delivered,"2026-04-04 00:00:00","2026-04-07 00:00:00",NULL,"2026-04-01 00:00:00","2026-04-16 11:56:30"
6225,1364,1398,5,13.74,68.70,Delivered,"2024-04-19 00:00:00","2024-04-23 00:00:00",NULL,"2024-04-16 00:00:00","2026-04-16 11:56:30"
6226,1364,9947,1,4.43,4.43,Delivered,"2024-04-19 00:00:00","2024-04-24 00:00:00",NULL,"2024-04-16 00:00:00","2026-04-16 11:56:30"
6227,1364,5880,1,2.95,2.95,Delivered,"2024-04-17 00:00:00","2024-04-18 00:00:00",NULL,"2024-04-16 00:00:00","2026-04-16 11:56:30"
6228,1364,2749,4,32.37,129.48,Delivered,"2024-04-18 00:00:00","2024-04-20 00:00:00",NULL,"2024-04-16 00:00:00","2026-04-16 11:56:30"
6229,1365,412,2,14.04,28.08,Shipped,"2026-04-14 00:00:00",NULL,NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6230,1365,8881,3,6.64,19.92,Delivered,"2026-04-15 00:00:00","2026-04-17 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6231,1365,9936,1,3.81,3.81,Shipped,"2026-04-16 00:00:00",NULL,NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6232,1365,5918,3,4.69,14.07,Delivered,"2026-04-14 00:00:00","2026-04-15 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6233,1365,6166,3,12.28,36.84,Canceled,NULL,NULL,"2026-04-15 00:00:00","2026-04-13 00:00:00","2026-04-17 10:29:05"
6234,1365,1728,1,9.83,9.83,Delivered,"2026-04-14 00:00:00","2026-04-18 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6235,1365,4546,1,12.12,12.12,Delivered,"2026-04-14 00:00:00","2026-04-17 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:30"
6236,1366,6639,4,1.63,6.52,Delivered,"2025-10-05 00:00:00","2025-10-09 00:00:00",NULL,"2025-10-04 00:00:00","2026-04-16 11:56:30"
6237,1367,3243,5,3.53,17.65,Delivered,"2025-11-17 00:00:00","2025-11-19 00:00:00",NULL,"2025-11-16 00:00:00","2026-04-16 11:56:30"
6238,1367,8648,2,4.96,9.92,Delivered,"2025-11-18 00:00:00","2025-11-19 00:00:00",NULL,"2025-11-16 00:00:00","2026-04-16 11:56:30"
6239,1367,1683,2,18.53,37.06,Delivered,"2025-11-18 00:00:00","2025-11-22 00:00:00",NULL,"2025-11-16 00:00:00","2026-04-16 11:56:30"
6240,1367,7036,4,12.02,48.08,Delivered,"2025-11-17 00:00:00","2025-11-22 00:00:00",NULL,"2025-11-16 00:00:00","2026-04-16 11:56:30"
6241,1368,1081,4,27.32,109.28,Delivered,"2026-01-17 00:00:00","2026-01-22 00:00:00",NULL,"2026-01-15 00:00:00","2026-04-16 11:56:30"
6242,1368,5934,2,2.26,4.52,Delivered,"2026-01-18 00:00:00","2026-01-22 00:00:00",NULL,"2026-01-15 00:00:00","2026-04-16 11:56:30"
6243,1368,9910,5,6.52,32.60,Shipped,"2026-01-17 00:00:00",NULL,NULL,"2026-01-15 00:00:00","2026-04-16 11:56:30"
6244,1368,7923,5,2.46,12.30,Shipped,"2026-01-17 00:00:00",NULL,NULL,"2026-01-15 00:00:00","2026-04-16 11:56:30"
6245,1369,3772,4,16.46,65.84,Delivered,"2024-05-30 00:00:00","2024-06-04 00:00:00",NULL,"2024-05-28 00:00:00","2026-04-16 11:56:30"
6246,1369,6698,2,5.77,11.54,Delivered,"2024-05-29 00:00:00","2024-06-01 00:00:00",NULL,"2024-05-28 00:00:00","2026-04-16 11:56:30"
6247,1369,2421,1,9.79,9.79,Delivered,"2024-05-29 00:00:00","2024-06-03 00:00:00",NULL,"2024-05-28 00:00:00","2026-04-16 11:56:30"
6248,1370,9463,5,6.99,34.95,Shipped,"2023-09-15 00:00:00",NULL,NULL,"2023-09-14 00:00:00","2026-04-16 11:56:30"
6249,1370,494,2,9.32,18.64,Delivered,"2023-09-17 00:00:00","2023-09-21 00:00:00",NULL,"2023-09-14 00:00:00","2026-04-16 11:56:30"
6250,1370,2156,2,9.07,18.14,Delivered,"2023-09-16 00:00:00","2023-09-19 00:00:00",NULL,"2023-09-14 00:00:00","2026-04-16 11:56:30"
6251,1370,9765,1,9.56,9.56,Delivered,"2023-09-16 00:00:00","2023-09-21 00:00:00",NULL,"2023-09-14 00:00:00","2026-04-16 11:56:30"
6252,1371,6549,1,8.39,8.39,Delivered,"2025-08-22 00:00:00","2025-08-25 00:00:00",NULL,"2025-08-20 00:00:00","2026-04-16 11:56:30"
6253,1371,5545,4,22.29,89.16,Delivered,"2025-08-23 00:00:00","2025-08-28 00:00:00",NULL,"2025-08-20 00:00:00","2026-04-16 11:56:30"
6254,1371,7001,3,7.84,23.52,Shipped,"2025-08-22 00:00:00",NULL,NULL,"2025-08-20 00:00:00","2026-04-16 11:56:30"
6255,1371,1950,2,2.18,4.36,Delivered,"2025-08-22 00:00:00","2025-08-23 00:00:00",NULL,"2025-08-20 00:00:00","2026-04-16 11:56:30"
6256,1371,3059,4,17.00,68.00,Delivered,"2025-08-23 00:00:00","2025-08-27 00:00:00",NULL,"2025-08-20 00:00:00","2026-04-16 11:56:30"
6257,1372,6940,4,8.35,33.40,Canceled,NULL,NULL,"2024-11-02 00:00:00","2024-11-02 00:00:00","2026-04-17 10:29:05"
6258,1372,7196,5,16.38,81.90,Delivered,"2024-11-04 00:00:00","2024-11-06 00:00:00",NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6259,1372,7904,5,5.66,28.30,Delivered,"2024-11-05 00:00:00","2024-11-09 00:00:00",NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6260,1372,5983,3,13.97,41.91,Shipped,"2024-11-03 00:00:00",NULL,NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6261,1372,5676,2,4.88,9.76,Delivered,"2024-11-05 00:00:00","2024-11-09 00:00:00",NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6262,1372,9568,2,5.29,10.58,Shipped,"2024-11-05 00:00:00",NULL,NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6263,1372,4572,3,13.03,39.09,Delivered,"2024-11-04 00:00:00","2024-11-07 00:00:00",NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6264,1372,2439,2,19.79,39.58,Shipped,"2024-11-04 00:00:00",NULL,NULL,"2024-11-02 00:00:00","2026-04-16 11:56:30"
6265,1373,8452,1,8.80,8.80,Shipped,"2026-02-04 00:00:00",NULL,NULL,"2026-02-02 00:00:00","2026-04-16 11:56:30"
6266,1373,5892,4,5.67,22.68,Delivered,"2026-02-03 00:00:00","2026-02-04 00:00:00",NULL,"2026-02-02 00:00:00","2026-04-16 11:56:30"
6267,1373,1833,4,16.71,66.84,Delivered,"2026-02-03 00:00:00","2026-02-05 00:00:00",NULL,"2026-02-02 00:00:00","2026-04-16 11:56:30"
6268,1374,1693,4,5.80,23.20,Delivered,"2025-10-14 00:00:00","2025-10-19 00:00:00",NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6269,1374,4575,5,4.85,24.25,Shipped,"2025-10-14 00:00:00",NULL,NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6270,1374,4065,2,17.11,34.22,Delivered,"2025-10-15 00:00:00","2025-10-20 00:00:00",NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6271,1374,2611,3,5.21,15.63,Delivered,"2025-10-15 00:00:00","2025-10-17 00:00:00",NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6272,1374,4336,4,15.78,63.12,Shipped,"2025-10-14 00:00:00",NULL,NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6273,1374,9542,3,8.32,24.96,Delivered,"2025-10-14 00:00:00","2025-10-15 00:00:00",NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6274,1374,6628,1,30.36,30.36,Delivered,"2025-10-14 00:00:00","2025-10-16 00:00:00",NULL,"2025-10-12 00:00:00","2026-04-16 11:56:30"
6275,1375,5040,4,1.86,7.44,Delivered,"2022-12-12 00:00:00","2022-12-13 00:00:00",NULL,"2022-12-09 00:00:00","2026-04-16 11:56:30"
6276,1376,8784,2,5.97,11.94,Delivered,"2023-06-21 00:00:00","2023-06-26 00:00:00",NULL,"2023-06-18 00:00:00","2026-04-16 11:56:30"
6277,1376,9437,4,4.73,18.92,Shipped,"2023-06-20 00:00:00",NULL,NULL,"2023-06-18 00:00:00","2026-04-16 11:56:30"
6278,1377,1974,4,6.96,27.84,Shipped,"2025-02-02 00:00:00",NULL,NULL,"2025-01-31 00:00:00","2026-04-16 11:56:30"
6279,1377,9984,2,3.98,7.96,Delivered,"2025-02-02 00:00:00","2025-02-07 00:00:00",NULL,"2025-01-31 00:00:00","2026-04-16 11:56:30"
6280,1378,1586,3,11.72,35.16,Delivered,"2024-11-26 00:00:00","2024-12-01 00:00:00",NULL,"2024-11-23 00:00:00","2026-04-16 11:56:30"
6281,1378,7410,3,8.36,25.08,Delivered,"2024-11-26 00:00:00","2024-11-27 00:00:00",NULL,"2024-11-23 00:00:00","2026-04-16 11:56:30"
6282,1379,6175,3,12.32,36.96,Delivered,"2021-10-03 00:00:00","2021-10-08 00:00:00",NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6283,1379,683,4,1.46,5.84,Delivered,"2021-10-04 00:00:00","2021-10-07 00:00:00",NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6284,1379,3350,3,8.85,26.55,Delivered,"2021-10-05 00:00:00","2021-10-10 00:00:00",NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6285,1379,3458,3,10.57,31.71,Delivered,"2021-10-04 00:00:00","2021-10-06 00:00:00",NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6286,1379,7160,2,9.09,18.18,Shipped,"2021-10-05 00:00:00",NULL,NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6287,1379,3413,2,12.14,24.28,Shipped,"2021-10-05 00:00:00",NULL,NULL,"2021-10-02 00:00:00","2026-04-16 11:56:30"
6288,1380,247,5,32.12,160.60,Shipped,"2024-05-25 00:00:00",NULL,NULL,"2024-05-23 00:00:00","2026-04-16 11:56:30"
6289,1380,9087,4,7.64,30.56,Canceled,NULL,NULL,"2024-05-23 00:00:00","2024-05-23 00:00:00","2026-04-17 10:29:05"
6290,1380,3256,2,6.92,13.84,Delivered,"2024-05-25 00:00:00","2024-05-29 00:00:00",NULL,"2024-05-23 00:00:00","2026-04-16 11:56:30"
6291,1380,3079,1,31.52,31.52,Delivered,"2024-05-24 00:00:00","2024-05-27 00:00:00",NULL,"2024-05-23 00:00:00","2026-04-16 11:56:30"
6292,1380,1889,1,6.94,6.94,Delivered,"2024-05-26 00:00:00","2024-05-31 00:00:00",NULL,"2024-05-23 00:00:00","2026-04-16 11:56:30"
6293,1381,138,4,9.81,39.24,Delivered,"2023-08-17 00:00:00","2023-08-22 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6294,1381,4236,2,19.09,38.18,Delivered,"2023-08-17 00:00:00","2023-08-22 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6295,1381,4275,2,4.21,8.42,Canceled,NULL,NULL,"2023-08-16 00:00:00","2023-08-16 00:00:00","2026-04-17 10:29:05"
6296,1381,7248,5,15.80,79.00,Delivered,"2023-08-17 00:00:00","2023-08-18 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6297,1381,1906,5,19.72,98.60,Delivered,"2023-08-18 00:00:00","2023-08-21 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6298,1381,9294,1,4.41,4.41,Delivered,"2023-08-17 00:00:00","2023-08-18 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6299,1381,4705,1,19.63,19.63,Delivered,"2023-08-17 00:00:00","2023-08-19 00:00:00",NULL,"2023-08-16 00:00:00","2026-04-16 11:56:30"
6300,1382,3560,3,9.69,29.07,Delivered,"2022-01-30 00:00:00","2022-01-31 00:00:00",NULL,"2022-01-28 00:00:00","2026-04-16 11:56:30"
6301,1382,3974,3,6.05,18.15,Delivered,"2022-01-29 00:00:00","2022-02-03 00:00:00",NULL,"2022-01-28 00:00:00","2026-04-16 11:56:30"
6302,1382,9381,1,9.46,9.46,Delivered,"2022-01-30 00:00:00","2022-02-02 00:00:00",NULL,"2022-01-28 00:00:00","2026-04-16 11:56:30"
6303,1382,2892,2,11.54,23.08,Canceled,NULL,NULL,"2022-01-30 00:00:00","2022-01-28 00:00:00","2026-04-17 10:29:05"
6304,1382,8969,3,8.16,24.48,Delivered,"2022-01-29 00:00:00","2022-02-01 00:00:00",NULL,"2022-01-28 00:00:00","2026-04-16 11:56:30"
6305,1382,7470,2,3.78,7.56,Delivered,"2022-01-29 00:00:00","2022-02-02 00:00:00",NULL,"2022-01-28 00:00:00","2026-04-16 11:56:30"
6306,1383,889,2,1.98,3.96,Shipped,"2025-10-16 00:00:00",NULL,NULL,"2025-10-15 00:00:00","2026-04-16 11:56:30"
6307,1383,8183,5,5.38,26.90,Delivered,"2025-10-18 00:00:00","2025-10-19 00:00:00",NULL,"2025-10-15 00:00:00","2026-04-16 11:56:30"
6308,1383,9935,4,7.26,29.04,Delivered,"2025-10-17 00:00:00","2025-10-22 00:00:00",NULL,"2025-10-15 00:00:00","2026-04-16 11:56:30"
6309,1383,6882,4,7.42,29.68,Delivered,"2025-10-17 00:00:00","2025-10-21 00:00:00",NULL,"2025-10-15 00:00:00","2026-04-16 11:56:30"
6310,1384,1184,4,25.46,101.84,Delivered,"2023-11-04 00:00:00","2023-11-07 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6311,1384,1206,1,4.25,4.25,Delivered,"2023-11-05 00:00:00","2023-11-07 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6312,1384,1814,2,2.08,4.16,Delivered,"2023-11-04 00:00:00","2023-11-09 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6313,1384,624,2,6.38,12.76,Delivered,"2023-11-05 00:00:00","2023-11-08 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6314,1384,759,3,7.31,21.93,Delivered,"2023-11-06 00:00:00","2023-11-11 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6315,1384,6018,2,7.54,15.08,Delivered,"2023-11-05 00:00:00","2023-11-07 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6316,1384,378,5,6.43,32.15,Delivered,"2023-11-04 00:00:00","2023-11-07 00:00:00",NULL,"2023-11-03 00:00:00","2026-04-16 11:56:30"
6317,1385,7749,4,5.85,23.40,Delivered,"2022-04-08 00:00:00","2022-04-09 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6318,1385,8678,3,5.16,15.48,Delivered,"2022-04-09 00:00:00","2022-04-13 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6319,1385,5102,2,13.69,27.38,Delivered,"2022-04-07 00:00:00","2022-04-09 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6320,1385,2952,3,6.61,19.83,Delivered,"2022-04-08 00:00:00","2022-04-10 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6321,1385,9369,3,1.56,4.68,Delivered,"2022-04-08 00:00:00","2022-04-10 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6322,1385,7957,3,5.01,15.03,Canceled,NULL,NULL,"2022-04-08 00:00:00","2022-04-06 00:00:00","2026-04-17 10:29:05"
6323,1385,5920,3,6.99,20.97,Delivered,"2022-04-07 00:00:00","2022-04-10 00:00:00",NULL,"2022-04-06 00:00:00","2026-04-16 11:56:30"
6324,1386,4517,5,18.39,91.95,Delivered,"2025-10-20 00:00:00","2025-10-25 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6325,1386,5547,2,13.33,26.66,Delivered,"2025-10-20 00:00:00","2025-10-25 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6326,1386,1315,4,4.83,19.32,Canceled,NULL,NULL,"2025-10-19 00:00:00","2025-10-18 00:00:00","2026-04-17 10:29:05"
6327,1386,6708,4,3.70,14.80,Delivered,"2025-10-19 00:00:00","2025-10-20 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6328,1386,4498,3,3.28,9.84,Delivered,"2025-10-19 00:00:00","2025-10-24 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6329,1386,3112,4,14.48,57.92,Delivered,"2025-10-19 00:00:00","2025-10-24 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6330,1386,4558,3,9.24,27.72,Shipped,"2025-10-21 00:00:00",NULL,NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6331,1386,5108,3,27.87,83.61,Delivered,"2025-10-19 00:00:00","2025-10-20 00:00:00",NULL,"2025-10-18 00:00:00","2026-04-16 11:56:30"
6332,1387,1894,1,6.47,6.47,Shipped,"2023-12-02 00:00:00",NULL,NULL,"2023-12-01 00:00:00","2026-04-16 11:56:30"
6333,1387,8183,2,5.20,10.40,Delivered,"2023-12-03 00:00:00","2023-12-06 00:00:00",NULL,"2023-12-01 00:00:00","2026-04-16 11:56:30"
6334,1388,5179,2,14.21,28.42,Delivered,"2025-06-14 00:00:00","2025-06-15 00:00:00",NULL,"2025-06-13 00:00:00","2026-04-16 11:56:30"
6335,1389,5794,2,21.45,42.90,Delivered,"2023-04-11 00:00:00","2023-04-12 00:00:00",NULL,"2023-04-08 00:00:00","2026-04-16 11:56:30"
6336,1390,4719,4,26.37,105.48,Delivered,"2020-06-30 00:00:00","2020-07-01 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6337,1390,5648,3,5.28,15.84,Shipped,"2020-07-02 00:00:00",NULL,NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6338,1390,3916,2,12.01,24.02,Delivered,"2020-07-02 00:00:00","2020-07-05 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6339,1390,2543,2,4.64,9.28,Delivered,"2020-06-30 00:00:00","2020-07-01 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6340,1390,3661,3,9.92,29.76,Delivered,"2020-06-30 00:00:00","2020-07-02 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6341,1390,7171,4,6.95,27.80,Delivered,"2020-07-01 00:00:00","2020-07-03 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6342,1390,1063,4,13.64,54.56,Delivered,"2020-06-30 00:00:00","2020-07-04 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6343,1390,6308,1,5.80,5.80,Delivered,"2020-06-30 00:00:00","2020-07-04 00:00:00",NULL,"2020-06-29 00:00:00","2026-04-16 11:56:30"
6344,1391,133,4,25.38,101.52,Shipped,"2026-01-06 00:00:00",NULL,NULL,"2026-01-05 00:00:00","2026-04-16 11:56:30"
6345,1392,7327,2,5.62,11.24,Shipped,"2025-01-26 00:00:00",NULL,NULL,"2025-01-23 00:00:00","2026-04-16 11:56:30"
6346,1392,6046,3,5.36,16.08,Canceled,NULL,NULL,"2025-01-23 00:00:00","2025-01-23 00:00:00","2026-04-17 10:29:05"
6347,1392,3518,3,12.80,38.40,Delivered,"2025-01-26 00:00:00","2025-01-30 00:00:00",NULL,"2025-01-23 00:00:00","2026-04-16 11:56:30"
6348,1392,2281,2,15.78,31.56,Delivered,"2025-01-25 00:00:00","2025-01-26 00:00:00",NULL,"2025-01-23 00:00:00","2026-04-16 11:56:30"
6349,1392,3792,5,12.45,62.25,Shipped,"2025-01-25 00:00:00",NULL,NULL,"2025-01-23 00:00:00","2026-04-16 11:56:30"
6350,1392,8184,1,6.74,6.74,Delivered,"2025-01-26 00:00:00","2025-01-29 00:00:00",NULL,"2025-01-23 00:00:00","2026-04-16 11:56:30"
6351,1393,3113,1,6.81,6.81,Delivered,"2026-04-09 00:00:00","2026-04-12 00:00:00",NULL,"2026-04-07 00:00:00","2026-04-16 11:56:30"
6352,1393,6373,5,2.30,11.50,Shipped,"2026-04-09 00:00:00",NULL,NULL,"2026-04-07 00:00:00","2026-04-16 11:56:30"
6353,1393,4311,4,7.67,30.68,Delivered,"2026-04-10 00:00:00","2026-04-13 00:00:00",NULL,"2026-04-07 00:00:00","2026-04-16 11:56:30"
6354,1393,8843,2,4.51,9.02,Delivered,"2026-04-10 00:00:00","2026-04-15 00:00:00",NULL,"2026-04-07 00:00:00","2026-04-16 11:56:30"
6355,1394,4188,2,3.04,6.08,Canceled,NULL,NULL,"2025-07-18 00:00:00","2025-07-16 00:00:00","2026-04-17 10:29:05"
6356,1394,6758,5,10.07,50.35,Delivered,"2025-07-18 00:00:00","2025-07-19 00:00:00",NULL,"2025-07-16 00:00:00","2026-04-16 11:56:30"
6357,1394,3025,2,10.08,20.16,Delivered,"2025-07-17 00:00:00","2025-07-21 00:00:00",NULL,"2025-07-16 00:00:00","2026-04-16 11:56:30"
6358,1394,2914,2,14.38,28.76,Shipped,"2025-07-17 00:00:00",NULL,NULL,"2025-07-16 00:00:00","2026-04-16 11:56:30"
6359,1394,8787,1,4.09,4.09,Delivered,"2025-07-19 00:00:00","2025-07-23 00:00:00",NULL,"2025-07-16 00:00:00","2026-04-16 11:56:30"
6360,1395,6947,5,9.69,48.45,Delivered,"2024-06-30 00:00:00","2024-07-01 00:00:00",NULL,"2024-06-28 00:00:00","2026-04-16 11:56:30"
6361,1395,8248,5,8.51,42.55,Delivered,"2024-06-29 00:00:00","2024-07-03 00:00:00",NULL,"2024-06-28 00:00:00","2026-04-16 11:56:30"
6362,1396,6416,1,16.14,16.14,Delivered,"2025-05-19 00:00:00","2025-05-20 00:00:00",NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6363,1396,6113,2,15.25,30.50,Delivered,"2025-05-17 00:00:00","2025-05-21 00:00:00",NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6364,1396,2559,1,19.85,19.85,Delivered,"2025-05-19 00:00:00","2025-05-20 00:00:00",NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6365,1396,9533,5,4.10,20.50,Shipped,"2025-05-17 00:00:00",NULL,NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6366,1396,2291,1,5.88,5.88,Delivered,"2025-05-19 00:00:00","2025-05-23 00:00:00",NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6367,1396,1445,2,2.10,4.20,Delivered,"2025-05-17 00:00:00","2025-05-18 00:00:00",NULL,"2025-05-16 00:00:00","2026-04-16 11:56:30"
6368,1397,5740,1,7.12,7.12,Canceled,NULL,NULL,"2026-03-22 00:00:00","2026-03-22 00:00:00","2026-04-17 10:29:05"
6369,1397,9685,1,5.47,5.47,Delivered,"2026-03-24 00:00:00","2026-03-26 00:00:00",NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
6370,1397,845,5,32.73,163.65,Shipped,"2026-03-25 00:00:00",NULL,NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
6371,1397,8120,1,4.36,4.36,Delivered,"2026-03-24 00:00:00","2026-03-27 00:00:00",NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
6372,1397,6212,1,4.52,4.52,Delivered,"2026-03-25 00:00:00","2026-03-27 00:00:00",NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
6373,1397,5021,2,26.30,52.60,Delivered,"2026-03-23 00:00:00","2026-03-24 00:00:00",NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
6374,1397,7023,2,7.40,14.80,Shipped,"2026-03-24 00:00:00",NULL,NULL,"2026-03-22 00:00:00","2026-04-16 11:56:30"
