order_id,customer_id,order_date,total_amount,delivery_cost,date_created,date_updated
1858,34,"2026-01-09 00:00:00",154.66,0.00,"2026-01-09 00:00:00","2026-04-16 11:56:31"
1859,63,"2024-05-18 00:00:00",122.34,0.00,"2024-05-18 00:00:00","2026-04-16 11:56:31"
1860,107,"2025-06-20 00:00:00",59.11,5.00,"2025-06-20 00:00:00","2026-04-16 11:56:31"
1861,138,"2021-10-12 00:00:00",96.07,0.00,"2021-10-12 00:00:00","2026-04-16 11:56:31"
1862,217,"2025-08-04 00:00:00",292.65,0.00,"2025-08-04 00:00:00","2026-04-16 11:56:31"
1863,220,"2023-12-12 00:00:00",240.61,0.00,"2023-12-12 00:00:00","2026-04-16 11:56:31"
1864,102,"2022-07-30 00:00:00",46.62,10.00,"2022-07-30 00:00:00","2026-04-16 11:56:31"
1865,191,"2026-01-26 00:00:00",30.96,10.00,"2026-01-26 00:00:00","2026-04-16 11:56:31"
1866,285,"2024-03-28 00:00:00",154.88,0.00,"2024-03-28 00:00:00","2026-04-16 11:56:31"
1867,180,"2026-02-13 00:00:00",168.61,0.00,"2026-02-13 00:00:00","2026-04-16 11:56:31"
1868,243,"2025-12-10 00:00:00",59.37,5.00,"2025-12-10 00:00:00","2026-04-16 11:56:31"
1869,60,"2025-12-25 00:00:00",142.81,0.00,"2025-12-25 00:00:00","2026-04-16 11:56:31"
1870,271,"2022-06-25 00:00:00",99.14,0.00,"2022-06-25 00:00:00","2026-04-16 11:56:31"
1871,152,"2025-12-01 00:00:00",220.37,0.00,"2025-12-01 00:00:00","2026-04-16 11:56:31"
1872,139,"2026-02-26 00:00:00",143.03,0.00,"2026-02-26 00:00:00","2026-04-16 11:56:31"
1873,33,"2026-03-27 00:00:00",288.55,0.00,"2026-03-27 00:00:00","2026-04-16 11:56:31"
1874,189,"2026-02-12 00:00:00",73.94,5.00,"2026-02-12 00:00:00","2026-04-16 11:56:31"
1875,123,"2022-01-26 00:00:00",131.22,0.00,"2022-01-26 00:00:00","2026-04-16 11:56:31"
1876,145,"2024-08-21 00:00:00",149.04,0.00,"2024-08-21 00:00:00","2026-04-16 11:56:31"
1877,99,"2026-03-18 00:00:00",73.55,5.00,"2026-03-18 00:00:00","2026-04-16 11:56:31"
1878,290,"2022-09-14 00:00:00",175.06,0.00,"2022-09-14 00:00:00","2026-04-16 11:56:31"
1879,108,"2026-03-16 00:00:00",245.49,0.00,"2026-03-16 00:00:00","2026-04-16 11:56:31"
1880,176,"2026-02-03 00:00:00",150.91,0.00,"2026-02-03 00:00:00","2026-04-16 11:56:31"
1881,7,"2024-08-20 00:00:00",293.42,0.00,"2024-08-20 00:00:00","2026-04-16 11:56:31"
1882,244,"2026-02-16 00:00:00",8.19,25.00,"2026-02-16 00:00:00","2026-04-16 11:56:31"
1883,51,"2025-08-16 00:00:00",159.09,0.00,"2025-08-16 00:00:00","2026-04-16 11:56:31"
1884,258,"2025-04-27 00:00:00",26.16,10.00,"2025-04-27 00:00:00","2026-04-16 11:56:31"
1885,268,"2025-12-20 00:00:00",70.77,5.00,"2025-12-20 00:00:00","2026-04-16 11:56:31"
1886,214,"2024-01-14 00:00:00",178.37,0.00,"2024-01-14 00:00:00","2026-04-16 11:56:31"
1887,166,"2024-01-25 00:00:00",93.05,0.00,"2024-01-25 00:00:00","2026-04-16 11:56:31"
1888,293,"2023-06-21 00:00:00",143.09,0.00,"2023-06-21 00:00:00","2026-04-16 11:56:31"
1889,225,"2026-03-04 00:00:00",32.12,10.00,"2026-03-04 00:00:00","2026-04-16 11:56:31"
1890,45,"2023-03-05 00:00:00",99.51,0.00,"2023-03-05 00:00:00","2026-04-16 11:56:31"
1891,153,"2021-10-18 00:00:00",49.75,10.00,"2021-10-18 00:00:00","2026-04-16 11:56:31"
1892,28,"2024-01-17 00:00:00",234.78,0.00,"2024-01-17 00:00:00","2026-04-16 11:56:31"
1893,49,"2023-04-20 00:00:00",200.61,0.00,"2023-04-20 00:00:00","2026-04-16 11:56:31"
1894,259,"2025-08-31 00:00:00",148.39,0.00,"2025-08-31 00:00:00","2026-04-16 11:56:31"
1895,190,"2026-01-08 00:00:00",63.34,5.00,"2026-01-08 00:00:00","2026-04-16 11:56:31"
1896,250,"2021-10-05 00:00:00",128.54,0.00,"2021-10-05 00:00:00","2026-04-16 11:56:31"
1897,165,"2024-08-20 00:00:00",105.01,0.00,"2024-08-20 00:00:00","2026-04-16 11:56:31"
1898,66,"2025-09-25 00:00:00",123.86,0.00,"2025-09-25 00:00:00","2026-04-16 11:56:31"
1899,165,"2025-12-11 00:00:00",207.61,0.00,"2025-12-11 00:00:00","2026-04-16 11:56:31"
1900,129,"2025-07-02 00:00:00",82.42,0.00,"2025-07-02 00:00:00","2026-04-16 11:56:31"
1901,5,"2025-12-09 00:00:00",86.67,0.00,"2025-12-09 00:00:00","2026-04-16 11:56:31"
1902,275,"2022-08-18 00:00:00",26.81,10.00,"2022-08-18 00:00:00","2026-04-16 11:56:31"
1903,236,"2025-08-26 00:00:00",170.97,0.00,"2025-08-26 00:00:00","2026-04-16 11:56:31"
1904,161,"2024-03-06 00:00:00",219.65,0.00,"2024-03-06 00:00:00","2026-04-16 11:56:31"
1905,289,"2025-02-11 00:00:00",201.58,0.00,"2025-02-11 00:00:00","2026-04-16 11:56:31"
1906,223,"2024-10-22 00:00:00",25.60,10.00,"2024-10-22 00:00:00","2026-04-16 11:56:31"
1907,74,"2023-08-07 00:00:00",333.42,0.00,"2023-08-07 00:00:00","2026-04-16 11:56:31"
1908,237,"2026-03-22 00:00:00",95.57,0.00,"2026-03-22 00:00:00","2026-04-16 11:56:31"
1909,64,"2025-06-27 00:00:00",36.38,10.00,"2025-06-27 00:00:00","2026-04-16 11:56:31"
1910,6,"2022-10-24 00:00:00",83.45,0.00,"2022-10-24 00:00:00","2026-04-16 11:56:31"
1911,8,"2026-02-05 00:00:00",140.35,0.00,"2026-02-05 00:00:00","2026-04-16 11:56:31"
1912,286,"2024-04-25 00:00:00",109.49,0.00,"2024-04-25 00:00:00","2026-04-16 11:56:31"
1913,110,"2025-11-07 00:00:00",139.27,0.00,"2025-11-07 00:00:00","2026-04-16 11:56:31"
1914,127,"2026-03-04 00:00:00",129.60,0.00,"2026-03-04 00:00:00","2026-04-16 11:56:31"
1915,103,"2023-12-25 00:00:00",212.50,0.00,"2023-12-25 00:00:00","2026-04-16 11:56:31"
1916,115,"2024-02-20 00:00:00",110.21,0.00,"2024-02-20 00:00:00","2026-04-16 11:56:31"
1917,210,"2024-11-20 00:00:00",8.84,25.00,"2024-11-20 00:00:00","2026-04-16 11:56:31"
1918,13,"2022-08-16 00:00:00",89.49,0.00,"2022-08-16 00:00:00","2026-04-16 11:56:31"
1919,55,"2024-12-15 00:00:00",66.28,5.00,"2024-12-15 00:00:00","2026-04-16 11:56:31"
1920,13,"2024-03-01 00:00:00",44.78,10.00,"2024-03-01 00:00:00","2026-04-16 11:56:31"
1921,49,"2023-04-29 00:00:00",203.96,0.00,"2023-04-29 00:00:00","2026-04-16 11:56:31"
1922,134,"2024-12-25 00:00:00",134.56,0.00,"2024-12-25 00:00:00","2026-04-16 11:56:31"
1923,195,"2025-11-13 00:00:00",46.42,10.00,"2025-11-13 00:00:00","2026-04-16 11:56:31"
1924,192,"2025-11-16 00:00:00",167.80,0.00,"2025-11-16 00:00:00","2026-04-16 11:56:31"
1925,114,"2023-02-01 00:00:00",152.66,0.00,"2023-02-01 00:00:00","2026-04-16 11:56:31"
1926,269,"2023-08-11 00:00:00",71.66,5.00,"2023-08-11 00:00:00","2026-04-16 11:56:31"
1927,13,"2023-01-01 00:00:00",302.25,0.00,"2023-01-01 00:00:00","2026-04-16 11:56:31"
1928,139,"2026-04-07 00:00:00",240.87,0.00,"2026-04-07 00:00:00","2026-04-16 11:56:31"
1929,213,"2025-01-20 00:00:00",170.07,0.00,"2025-01-20 00:00:00","2026-04-16 11:56:31"
1930,42,"2025-02-25 00:00:00",225.02,0.00,"2025-02-25 00:00:00","2026-04-16 11:56:31"
1931,146,"2021-10-22 00:00:00",192.61,0.00,"2021-10-22 00:00:00","2026-04-16 11:56:31"
1932,297,"2025-09-30 00:00:00",207.10,0.00,"2025-09-30 00:00:00","2026-04-16 11:56:31"
1933,223,"2023-12-15 00:00:00",308.38,0.00,"2023-12-15 00:00:00","2026-04-16 11:56:31"
1934,139,"2026-04-13 00:00:00",19.08,25.00,"2026-04-13 00:00:00","2026-04-16 11:56:31"
1935,255,"2024-10-18 00:00:00",141.42,0.00,"2024-10-18 00:00:00","2026-04-16 11:56:31"
1936,163,"2025-09-25 00:00:00",247.32,0.00,"2025-09-25 00:00:00","2026-04-16 11:56:31"
1937,133,"2025-11-01 00:00:00",232.40,0.00,"2025-11-01 00:00:00","2026-04-16 11:56:31"
1938,37,"2024-12-01 00:00:00",74.40,5.00,"2024-12-01 00:00:00","2026-04-16 11:56:31"
1939,193,"2025-12-07 00:00:00",188.68,0.00,"2025-12-07 00:00:00","2026-04-16 11:56:31"
1940,168,"2025-07-24 00:00:00",13.22,25.00,"2025-07-24 00:00:00","2026-04-16 11:56:31"
1941,63,"2024-11-27 00:00:00",53.72,5.00,"2024-11-27 00:00:00","2026-04-16 11:56:31"
1942,255,"2024-08-29 00:00:00",51.20,5.00,"2024-08-29 00:00:00","2026-04-16 11:56:31"
1943,245,"2025-11-04 00:00:00",49.10,10.00,"2025-11-04 00:00:00","2026-04-16 11:56:31"
1944,86,"2022-10-23 00:00:00",95.42,0.00,"2022-10-23 00:00:00","2026-04-16 11:56:31"
1945,70,"2025-09-02 00:00:00",149.09,0.00,"2025-09-02 00:00:00","2026-04-16 11:56:31"
1946,49,"2022-12-10 00:00:00",70.08,5.00,"2022-12-10 00:00:00","2026-04-16 11:56:31"
1947,56,"2025-01-19 00:00:00",150.04,0.00,"2025-01-19 00:00:00","2026-04-16 11:56:31"
1948,289,"2025-09-16 00:00:00",66.62,5.00,"2025-09-16 00:00:00","2026-04-16 11:56:31"
1949,256,"2023-11-17 00:00:00",187.36,0.00,"2023-11-17 00:00:00","2026-04-16 11:56:31"
1950,35,"2025-03-20 00:00:00",8.32,25.00,"2025-03-20 00:00:00","2026-04-16 11:56:31"
1951,160,"2025-04-26 00:00:00",116.82,0.00,"2025-04-26 00:00:00","2026-04-16 11:56:31"
1952,43,"2024-06-17 00:00:00",291.08,0.00,"2024-06-17 00:00:00","2026-04-16 11:56:31"
1953,172,"2025-09-02 00:00:00",177.52,0.00,"2025-09-02 00:00:00","2026-04-16 11:56:31"
1954,74,"2023-08-05 00:00:00",181.78,0.00,"2023-08-05 00:00:00","2026-04-16 11:56:31"
1955,249,"2025-07-06 00:00:00",28.98,10.00,"2025-07-06 00:00:00","2026-04-16 11:56:31"
1956,187,"2022-10-19 00:00:00",136.82,0.00,"2022-10-19 00:00:00","2026-04-16 11:56:31"
1957,39,"2022-11-17 00:00:00",57.25,5.00,"2022-11-17 00:00:00","2026-04-16 11:56:31"
1958,1,"2024-10-14 00:00:00",19.41,25.00,"2024-10-14 00:00:00","2026-04-16 11:56:31"
1959,44,"2026-03-28 00:00:00",245.70,0.00,"2026-03-28 00:00:00","2026-04-16 11:56:31"
1960,26,"2024-04-25 00:00:00",77.50,0.00,"2024-04-25 00:00:00","2026-04-16 11:56:31"
1961,3,"2025-12-31 00:00:00",87.09,0.00,"2025-12-31 00:00:00","2026-04-16 11:56:31"
1962,58,"2024-10-25 00:00:00",125.42,0.00,"2024-10-25 00:00:00","2026-04-16 11:56:31"
1963,266,"2026-04-12 00:00:00",170.23,0.00,"2026-04-12 00:00:00","2026-04-16 11:56:31"
1964,23,"2026-01-06 00:00:00",157.09,0.00,"2026-01-06 00:00:00","2026-04-16 11:56:31"
1965,41,"2021-02-16 00:00:00",120.78,0.00,"2021-02-16 00:00:00","2026-04-16 11:56:31"
1966,285,"2026-02-10 00:00:00",65.35,5.00,"2026-02-10 00:00:00","2026-04-16 11:56:31"
1967,108,"2026-04-02 00:00:00",70.59,5.00,"2026-04-02 00:00:00","2026-04-16 11:56:31"
1968,138,"2021-06-06 00:00:00",139.52,0.00,"2021-06-06 00:00:00","2026-04-16 11:56:31"
1969,291,"2025-01-31 00:00:00",172.49,0.00,"2025-01-31 00:00:00","2026-04-16 11:56:31"
1970,58,"2024-01-16 00:00:00",151.51,0.00,"2024-01-16 00:00:00","2026-04-16 11:56:31"
1971,34,"2025-11-27 00:00:00",215.46,0.00,"2025-11-27 00:00:00","2026-04-16 11:56:31"
1972,25,"2024-11-28 00:00:00",95.32,0.00,"2024-11-28 00:00:00","2026-04-16 11:56:31"
1973,84,"2025-08-06 00:00:00",64.90,5.00,"2025-08-06 00:00:00","2026-04-16 11:56:31"
1974,96,"2026-02-19 00:00:00",274.61,0.00,"2026-02-19 00:00:00","2026-04-16 11:56:31"
1975,116,"2025-11-01 00:00:00",224.72,0.00,"2025-11-01 00:00:00","2026-04-16 11:56:31"
1976,103,"2023-12-11 00:00:00",164.84,0.00,"2023-12-11 00:00:00","2026-04-16 11:56:31"
1977,122,"2026-01-07 00:00:00",143.97,0.00,"2026-01-07 00:00:00","2026-04-16 11:56:31"
1978,179,"2025-12-10 00:00:00",44.46,10.00,"2025-12-10 00:00:00","2026-04-16 11:56:31"
1979,285,"2024-09-18 00:00:00",223.59,0.00,"2024-09-18 00:00:00","2026-04-16 11:56:31"
1980,161,"2025-03-29 00:00:00",282.75,0.00,"2025-03-29 00:00:00","2026-04-16 11:56:31"
1981,72,"2025-10-20 00:00:00",33.58,10.00,"2025-10-20 00:00:00","2026-04-16 11:56:31"
1982,50,"2025-01-20 00:00:00",134.89,0.00,"2025-01-20 00:00:00","2026-04-16 11:56:31"
1983,191,"2026-03-06 00:00:00",243.93,0.00,"2026-03-06 00:00:00","2026-04-16 11:56:31"
1984,218,"2025-09-24 00:00:00",233.01,0.00,"2025-09-24 00:00:00","2026-04-16 11:56:31"
1985,272,"2025-07-12 00:00:00",280.91,0.00,"2025-07-12 00:00:00","2026-04-16 11:56:31"
1986,274,"2023-04-12 00:00:00",19.66,25.00,"2023-04-12 00:00:00","2026-04-16 11:56:31"
1987,96,"2024-07-13 00:00:00",106.83,0.00,"2024-07-13 00:00:00","2026-04-16 11:56:31"
1988,262,"2023-04-17 00:00:00",183.96,0.00,"2023-04-17 00:00:00","2026-04-16 11:56:31"
1989,145,"2025-09-06 00:00:00",104.05,0.00,"2025-09-06 00:00:00","2026-04-16 11:56:31"
1990,173,"2025-09-15 00:00:00",38.17,10.00,"2025-09-15 00:00:00","2026-04-16 11:56:31"
1991,67,"2025-12-13 00:00:00",158.15,0.00,"2025-12-13 00:00:00","2026-04-16 11:56:31"
1992,42,"2024-04-03 00:00:00",84.77,0.00,"2024-04-03 00:00:00","2026-04-16 11:56:31"
1993,286,"2023-12-15 00:00:00",174.39,0.00,"2023-12-15 00:00:00","2026-04-16 11:56:31"
1994,210,"2024-11-08 00:00:00",41.62,10.00,"2024-11-08 00:00:00","2026-04-16 11:56:31"
1995,63,"2026-01-17 00:00:00",176.82,0.00,"2026-01-17 00:00:00","2026-04-16 11:56:31"
1996,288,"2025-04-29 00:00:00",109.20,0.00,"2025-04-29 00:00:00","2026-04-16 11:56:31"
1997,258,"2025-05-24 00:00:00",137.71,0.00,"2025-05-24 00:00:00","2026-04-16 11:56:31"
1998,73,"2025-05-30 00:00:00",66.75,5.00,"2025-05-30 00:00:00","2026-04-16 11:56:31"
1999,238,"2023-01-15 00:00:00",77.77,0.00,"2023-01-15 00:00:00","2026-04-16 11:56:31"
2000,249,"2025-01-31 00:00:00",95.54,0.00,"2025-01-31 00:00:00","2026-04-16 11:56:31"
2001,200,"2025-07-20 00:00:00",76.13,0.00,"2025-07-20 00:00:00","2026-04-16 11:56:31"
2002,208,"2025-09-18 00:00:00",68.24,5.00,"2025-09-18 00:00:00","2026-04-16 11:56:31"
2003,292,"2024-09-18 00:00:00",70.34,5.00,"2024-09-18 00:00:00","2026-04-16 11:56:31"
2004,47,"2023-09-25 00:00:00",129.98,0.00,"2023-09-25 00:00:00","2026-04-16 11:56:31"
2005,45,"2022-06-27 00:00:00",243.36,0.00,"2022-06-27 00:00:00","2026-04-16 11:56:31"
2006,294,"2024-02-25 00:00:00",156.77,0.00,"2024-02-25 00:00:00","2026-04-16 11:56:31"
2007,265,"2026-02-11 00:00:00",125.78,0.00,"2026-02-11 00:00:00","2026-04-16 11:56:31"
2008,132,"2020-12-21 00:00:00",64.76,5.00,"2020-12-21 00:00:00","2026-04-16 11:56:31"
2009,141,"2025-01-06 00:00:00",86.90,0.00,"2025-01-06 00:00:00","2026-04-16 11:56:31"
2010,280,"2024-11-30 00:00:00",41.88,10.00,"2024-11-30 00:00:00","2026-04-16 11:56:31"
2011,6,"2023-06-27 00:00:00",110.31,0.00,"2023-06-27 00:00:00","2026-04-16 11:56:31"
2012,112,"2025-06-06 00:00:00",67.73,5.00,"2025-06-06 00:00:00","2026-04-16 11:56:31"
2013,294,"2024-04-27 00:00:00",232.17,0.00,"2024-04-27 00:00:00","2026-04-16 11:56:31"
2014,111,"2024-10-21 00:00:00",131.02,0.00,"2024-10-21 00:00:00","2026-04-16 11:56:31"
2015,126,"2022-11-25 00:00:00",247.39,0.00,"2022-11-25 00:00:00","2026-04-16 11:56:31"
2016,261,"2024-05-26 00:00:00",57.60,5.00,"2024-05-26 00:00:00","2026-04-16 11:56:31"
2017,129,"2023-02-06 00:00:00",47.88,10.00,"2023-02-06 00:00:00","2026-04-16 11:56:31"
2018,141,"2024-10-27 00:00:00",35.13,10.00,"2024-10-27 00:00:00","2026-04-16 11:56:31"
2019,213,"2025-09-01 00:00:00",189.17,0.00,"2025-09-01 00:00:00","2026-04-16 11:56:31"
2020,124,"2024-12-05 00:00:00",58.64,5.00,"2024-12-05 00:00:00","2026-04-16 11:56:31"
2021,201,"2026-01-10 00:00:00",178.43,0.00,"2026-01-10 00:00:00","2026-04-16 11:56:31"
2022,187,"2022-09-11 00:00:00",13.36,25.00,"2022-09-11 00:00:00","2026-04-16 11:56:31"
2023,149,"2026-03-27 00:00:00",230.06,0.00,"2026-03-27 00:00:00","2026-04-16 11:56:31"
2024,103,"2023-12-19 00:00:00",72.60,5.00,"2023-12-19 00:00:00","2026-04-16 11:56:31"
2025,222,"2025-08-03 00:00:00",149.15,0.00,"2025-08-03 00:00:00","2026-04-16 11:56:31"
2026,217,"2022-12-07 00:00:00",19.24,25.00,"2022-12-07 00:00:00","2026-04-16 11:56:31"
2027,211,"2025-02-02 00:00:00",4.47,25.00,"2025-02-02 00:00:00","2026-04-16 11:56:31"
2028,289,"2025-11-07 00:00:00",36.96,10.00,"2025-11-07 00:00:00","2026-04-16 11:56:31"
2029,69,"2024-02-14 00:00:00",10.72,25.00,"2024-02-14 00:00:00","2026-04-16 11:56:31"
2030,139,"2026-03-03 00:00:00",31.09,10.00,"2026-03-03 00:00:00","2026-04-16 11:56:31"
2031,220,"2025-10-28 00:00:00",30.65,10.00,"2025-10-28 00:00:00","2026-04-16 11:56:31"
2032,60,"2025-08-15 00:00:00",10.01,25.00,"2025-08-15 00:00:00","2026-04-16 11:56:31"
2033,230,"2022-09-14 00:00:00",210.78,0.00,"2022-09-14 00:00:00","2026-04-16 11:56:31"
2034,129,"2026-04-01 00:00:00",341.43,0.00,"2026-04-01 00:00:00","2026-04-16 11:56:31"
2035,255,"2024-07-06 00:00:00",300.70,0.00,"2024-07-06 00:00:00","2026-04-16 11:56:31"
2036,189,"2026-02-17 00:00:00",113.84,0.00,"2026-02-17 00:00:00","2026-04-16 11:56:31"
2037,18,"2024-07-17 00:00:00",47.40,10.00,"2024-07-17 00:00:00","2026-04-16 11:56:31"
2038,12,"2024-12-30 00:00:00",222.63,0.00,"2024-12-30 00:00:00","2026-04-16 11:56:31"
2039,20,"2021-12-07 00:00:00",33.40,10.00,"2021-12-07 00:00:00","2026-04-16 11:56:31"
2040,249,"2025-04-30 00:00:00",72.05,5.00,"2025-04-30 00:00:00","2026-04-16 11:56:31"
2041,72,"2025-01-15 00:00:00",182.69,0.00,"2025-01-15 00:00:00","2026-04-16 11:56:31"
2042,196,"2026-01-22 00:00:00",43.23,10.00,"2026-01-22 00:00:00","2026-04-16 11:56:31"
2043,242,"2023-06-07 00:00:00",231.65,0.00,"2023-06-07 00:00:00","2026-04-16 11:56:31"
2044,123,"2025-05-26 00:00:00",284.60,0.00,"2025-05-26 00:00:00","2026-04-16 11:56:31"
2045,189,"2025-12-09 00:00:00",23.82,25.00,"2025-12-09 00:00:00","2026-04-16 11:56:31"
2046,53,"2025-07-10 00:00:00",127.60,0.00,"2025-07-10 00:00:00","2026-04-16 11:56:31"
2047,145,"2025-12-27 00:00:00",120.55,0.00,"2025-12-27 00:00:00","2026-04-16 11:56:31"
2048,126,"2023-08-17 00:00:00",443.28,0.00,"2023-08-17 00:00:00","2026-04-16 11:56:31"
2049,190,"2026-03-04 00:00:00",157.40,0.00,"2026-03-04 00:00:00","2026-04-16 11:56:31"
2050,213,"2026-04-07 00:00:00",239.34,0.00,"2026-04-07 00:00:00","2026-04-16 11:56:31"
2051,205,"2023-03-21 00:00:00",9.17,25.00,"2023-03-21 00:00:00","2026-04-16 11:56:31"
2052,151,"2023-08-15 00:00:00",70.17,5.00,"2023-08-15 00:00:00","2026-04-16 11:56:31"
2053,225,"2025-11-08 00:00:00",11.42,25.00,"2025-11-08 00:00:00","2026-04-16 11:56:31"
2054,286,"2024-09-13 00:00:00",225.11,0.00,"2024-09-13 00:00:00","2026-04-16 11:56:31"
2055,80,"2025-07-25 00:00:00",270.86,0.00,"2025-07-25 00:00:00","2026-04-16 11:56:31"
2056,236,"2024-02-25 00:00:00",269.02,0.00,"2024-02-25 00:00:00","2026-04-16 11:56:31"
2057,16,"2026-04-13 00:00:00",26.85,10.00,"2026-04-13 00:00:00","2026-04-16 11:56:31"
2058,137,"2026-04-10 00:00:00",9.84,25.00,"2026-04-10 00:00:00","2026-04-16 11:56:31"
2059,34,"2025-09-02 00:00:00",41.05,10.00,"2025-09-02 00:00:00","2026-04-16 11:56:31"
2060,298,"2026-02-09 00:00:00",117.64,0.00,"2026-02-09 00:00:00","2026-04-16 11:56:31"
2061,30,"2025-05-04 00:00:00",51.36,5.00,"2025-05-04 00:00:00","2026-04-16 11:56:31"
2062,86,"2026-04-15 00:00:00",130.02,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:31"
2063,88,"2026-03-22 00:00:00",93.58,0.00,"2026-03-22 00:00:00","2026-04-16 11:56:31"
2064,19,"2025-08-29 00:00:00",182.81,0.00,"2025-08-29 00:00:00","2026-04-16 11:56:31"
2065,108,"2026-04-15 00:00:00",108.03,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:31"
2066,198,"2025-03-28 00:00:00",109.86,0.00,"2025-03-28 00:00:00","2026-04-16 11:56:31"
2067,248,"2026-04-11 00:00:00",206.76,0.00,"2026-04-11 00:00:00","2026-04-16 11:56:31"
2068,190,"2026-02-12 00:00:00",14.07,25.00,"2026-02-12 00:00:00","2026-04-16 11:56:31"
2069,265,"2025-10-17 00:00:00",122.71,0.00,"2025-10-17 00:00:00","2026-04-16 11:56:31"
2070,28,"2023-12-30 00:00:00",59.08,5.00,"2023-12-30 00:00:00","2026-04-16 11:56:31"
2071,108,"2026-04-09 00:00:00",81.70,0.00,"2026-04-09 00:00:00","2026-04-16 11:56:31"
2072,286,"2022-12-24 00:00:00",74.67,5.00,"2022-12-24 00:00:00","2026-04-16 11:56:31"
2073,231,"2025-05-23 00:00:00",204.78,0.00,"2025-05-23 00:00:00","2026-04-16 11:56:31"
2074,257,"2025-03-26 00:00:00",48.04,10.00,"2025-03-26 00:00:00","2026-04-16 11:56:31"
2075,170,"2025-05-04 00:00:00",288.15,0.00,"2025-05-04 00:00:00","2026-04-16 11:56:31"
2076,229,"2026-04-15 00:00:00",109.95,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:31"
2077,298,"2025-11-13 00:00:00",176.57,0.00,"2025-11-13 00:00:00","2026-04-16 11:56:32"
2078,249,"2025-03-30 00:00:00",252.80,0.00,"2025-03-30 00:00:00","2026-04-16 11:56:32"
2079,165,"2025-03-27 00:00:00",57.40,5.00,"2025-03-27 00:00:00","2026-04-16 11:56:32"
2080,249,"2025-06-27 00:00:00",34.84,10.00,"2025-06-27 00:00:00","2026-04-16 11:56:32"
2081,247,"2025-06-08 00:00:00",99.27,0.00,"2025-06-08 00:00:00","2026-04-16 11:56:32"
2082,39,"2023-08-13 00:00:00",290.60,0.00,"2023-08-13 00:00:00","2026-04-16 11:56:32"
2083,271,"2021-09-16 00:00:00",32.53,10.00,"2021-09-16 00:00:00","2026-04-16 11:56:32"
2084,247,"2025-12-28 00:00:00",176.28,0.00,"2025-12-28 00:00:00","2026-04-16 11:56:32"
2085,51,"2025-12-04 00:00:00",23.50,25.00,"2025-12-04 00:00:00","2026-04-16 11:56:32"
2086,280,"2025-01-28 00:00:00",30.30,10.00,"2025-01-28 00:00:00","2026-04-16 11:56:32"
2087,92,"2025-08-28 00:00:00",55.78,5.00,"2025-08-28 00:00:00","2026-04-16 11:56:32"
2088,20,"2021-09-10 00:00:00",110.00,0.00,"2021-09-10 00:00:00","2026-04-16 11:56:32"
2089,26,"2022-07-14 00:00:00",232.10,0.00,"2022-07-14 00:00:00","2026-04-16 11:56:32"
2090,108,"2026-04-07 00:00:00",19.05,25.00,"2026-04-07 00:00:00","2026-04-16 11:56:32"
2091,64,"2025-06-22 00:00:00",142.71,0.00,"2025-06-22 00:00:00","2026-04-16 11:56:32"
2092,111,"2025-11-17 00:00:00",32.92,10.00,"2025-11-17 00:00:00","2026-04-16 11:56:32"
2093,180,"2026-02-20 00:00:00",218.02,0.00,"2026-02-20 00:00:00","2026-04-16 11:56:32"
2094,106,"2022-11-17 00:00:00",194.73,0.00,"2022-11-17 00:00:00","2026-04-16 11:56:32"
2095,288,"2025-10-04 00:00:00",226.83,0.00,"2025-10-04 00:00:00","2026-04-16 11:56:32"
2096,208,"2021-09-03 00:00:00",304.90,0.00,"2021-09-03 00:00:00","2026-04-16 11:56:32"
2097,94,"2024-08-07 00:00:00",51.36,5.00,"2024-08-07 00:00:00","2026-04-16 11:56:32"
2098,279,"2026-01-14 00:00:00",30.00,10.00,"2026-01-14 00:00:00","2026-04-16 11:56:32"
2099,2,"2023-06-24 00:00:00",21.43,25.00,"2023-06-24 00:00:00","2026-04-16 11:56:32"
2100,92,"2025-10-08 00:00:00",60.37,5.00,"2025-10-08 00:00:00","2026-04-16 11:56:32"
2101,182,"2023-08-09 00:00:00",267.59,0.00,"2023-08-09 00:00:00","2026-04-16 11:56:32"
2102,71,"2026-02-14 00:00:00",97.90,0.00,"2026-02-14 00:00:00","2026-04-16 11:56:32"
2103,287,"2022-02-22 00:00:00",40.66,10.00,"2022-02-22 00:00:00","2026-04-16 11:56:32"
2104,186,"2026-04-07 00:00:00",101.63,0.00,"2026-04-07 00:00:00","2026-04-16 11:56:32"
2105,235,"2025-02-05 00:00:00",24.87,25.00,"2025-02-05 00:00:00","2026-04-16 11:56:32"
2106,40,"2025-10-27 00:00:00",31.40,10.00,"2025-10-27 00:00:00","2026-04-16 11:56:32"
2107,91,"2024-01-12 00:00:00",19.74,25.00,"2024-01-12 00:00:00","2026-04-16 11:56:32"
2108,171,"2025-09-27 00:00:00",233.90,0.00,"2025-09-27 00:00:00","2026-04-16 11:56:32"
2109,39,"2022-09-03 00:00:00",39.24,10.00,"2022-09-03 00:00:00","2026-04-16 11:56:32"
2110,282,"2025-12-02 00:00:00",77.71,0.00,"2025-12-02 00:00:00","2026-04-16 11:56:32"
