order_id,order_item_id,product_key,customer_key,order_date_key,ship_date_key,delivered_date_key,canceled_date_key,order_datetime,order_delivery_fee,ship_datetime,delivered_datetime,canceled_datetime,quantity,unit_price,line_total,item_status
543,2503,1649,190,20250629,NULL,NULL,20250630,"2025-06-29 16:16:27",0.00,NULL,NULL,"2025-06-30 00:00:00",1,16.29,16.29,CANCELED
543,2504,2766,190,20250629,20250630,20250705,NULL,"2025-06-29 16:16:27",0.00,"2025-06-30 12:32:00","2025-07-05 12:57:00",NULL,3,17.18,51.54,DELIVERED
543,2505,432,190,20250629,20250701,20250702,NULL,"2025-06-29 16:16:27",0.00,"2025-07-01 16:28:00","2025-07-02 16:28:00",NULL,2,9.04,18.08,DELIVERED
543,2507,5308,190,20250629,20250630,20250701,NULL,"2025-06-29 16:16:27",0.00,"2025-06-30 16:45:00","2025-07-01 11:00:00",NULL,5,21.05,105.25,DELIVERED
544,2511,1899,296,20220608,20220610,20220612,NULL,"2022-06-08 19:14:25",0.00,"2022-06-10 17:37:00","2022-06-12 16:03:24",NULL,1,2.05,2.05,DELIVERED
544,2512,2982,296,20220608,20220610,20220613,NULL,"2022-06-08 19:14:25",0.00,"2022-06-10 10:14:00","2022-06-13 14:01:00",NULL,2,28.40,56.80,DELIVERED
545,2513,5032,248,20251106,20251108,20251113,NULL,"2025-11-06 16:05:30",0.00,"2025-11-08 17:55:00","2025-11-13 17:34:00",NULL,2,8.37,16.74,DELIVERED
545,2514,2761,248,20251106,20251109,20251112,NULL,"2025-11-06 16:05:30",0.00,"2025-11-09 10:26:00","2025-11-12 14:13:00",NULL,1,2.28,2.28,DELIVERED
545,2515,5260,248,20251106,20251107,20251108,NULL,"2025-11-06 16:05:30",0.00,"2025-11-07 13:12:00","2025-11-08 16:46:07",NULL,4,9.55,38.20,DELIVERED
546,2517,2277,249,20250421,20250422,20250425,NULL,"2025-04-21 19:53:35",0.00,"2025-04-22 15:14:00","2025-04-25 18:48:00",NULL,5,6.54,32.70,DELIVERED
546,2518,1308,249,20250421,20250424,20250425,NULL,"2025-04-21 19:53:35",0.00,"2025-04-24 11:13:00","2025-04-25 10:09:00",NULL,5,7.48,37.40,DELIVERED
547,2519,2645,158,20251227,20251230,20260103,NULL,"2025-12-27 15:49:32",10.00,"2025-12-30 14:53:00","2026-01-03 13:37:00",NULL,3,4.78,14.34,DELIVERED
548,2520,1066,294,20250730,20250801,20250804,NULL,"2025-07-30 16:31:38",10.00,"2025-08-01 08:30:00","2025-08-04 11:55:00",NULL,2,8.46,16.92,DELIVERED
549,2521,1156,278,20260216,20260219,20260221,NULL,"2026-02-16 08:11:45",0.00,"2026-02-19 08:05:00","2026-02-21 12:26:00",NULL,4,2.04,8.16,DELIVERED
549,2523,3047,278,20260216,20260218,20260219,NULL,"2026-02-16 08:11:45",0.00,"2026-02-18 09:09:00","2026-02-19 11:45:00",NULL,5,4.36,21.80,DELIVERED
549,2525,4062,278,20260216,20260218,20260219,NULL,"2026-02-16 08:11:45",0.00,"2026-02-18 13:02:00","2026-02-19 15:18:00",NULL,5,5.97,29.85,DELIVERED
549,2526,2087,278,20260216,20260217,20260221,NULL,"2026-02-16 08:11:45",0.00,"2026-02-17 12:27:00","2026-02-21 17:04:00",NULL,5,5.81,29.05,DELIVERED
549,2527,633,278,20260216,20260219,20260224,NULL,"2026-02-16 08:11:45",0.00,"2026-02-19 14:05:00","2026-02-24 13:06:00",NULL,1,9.88,9.88,DELIVERED
550,2528,3305,16,20260410,20260411,20260414,NULL,"2026-04-10 19:02:19",25.00,"2026-04-11 10:52:00","2026-04-14 14:13:00",NULL,2,4.82,9.64,DELIVERED
551,2530,50,286,20210821,20210823,20210824,NULL,"2021-08-21 16:48:58",5.00,"2021-08-23 12:05:00","2021-08-24 09:08:00",NULL,1,15.81,15.81,DELIVERED
551,2531,4992,286,20210821,20210822,20210823,NULL,"2021-08-21 16:48:58",5.00,"2021-08-22 12:53:00","2021-08-23 09:37:00",NULL,2,14.29,28.58,DELIVERED
552,2534,1240,7,20241129,NULL,NULL,20241130,"2024-11-29 13:22:52",0.00,NULL,NULL,"2024-11-30 00:00:00",5,14.89,74.45,CANCELED
553,2539,1111,56,20250817,NULL,NULL,20250819,"2025-08-17 13:18:24",0.00,NULL,NULL,"2025-08-19 00:00:00",4,2.94,11.76,CANCELED
553,2540,3494,56,20250817,20250819,20250821,NULL,"2025-08-17 13:18:24",0.00,"2025-08-19 11:56:00","2025-08-21 14:54:00",NULL,5,20.26,101.30,DELIVERED
553,2542,2797,56,20250817,20250820,20250824,NULL,"2025-08-17 13:18:24",0.00,"2025-08-20 11:06:00","2025-08-24 12:30:00",NULL,4,14.50,58.00,DELIVERED
553,2543,3515,56,20250817,20250818,20250822,NULL,"2025-08-17 13:18:24",0.00,"2025-08-18 12:49:00","2025-08-22 15:54:00",NULL,2,11.23,22.46,DELIVERED
553,2544,2366,56,20250817,20250820,20250823,NULL,"2025-08-17 13:18:24",0.00,"2025-08-20 13:47:00","2025-08-23 13:59:00",NULL,1,5.41,5.41,DELIVERED
554,2547,1481,116,20260127,20260130,20260201,NULL,"2026-01-27 13:28:18",0.00,"2026-01-30 10:42:00","2026-02-01 17:04:00",NULL,3,7.81,23.43,DELIVERED
554,2549,247,116,20260127,20260129,20260202,NULL,"2026-01-27 13:28:18",0.00,"2026-01-29 08:28:00","2026-02-02 10:29:00",NULL,2,8.19,16.38,DELIVERED
554,2550,5022,116,20260127,20260130,20260202,NULL,"2026-01-27 13:28:18",0.00,"2026-01-30 17:04:00","2026-02-02 15:52:00",NULL,3,8.64,25.92,DELIVERED
554,2552,2433,116,20260127,20260130,20260203,NULL,"2026-01-27 13:28:18",0.00,"2026-01-30 16:27:00","2026-02-03 17:56:00",NULL,2,6.08,12.16,DELIVERED
555,2553,794,155,20260107,20260109,20260114,NULL,"2026-01-07 14:56:26",0.00,"2026-01-09 13:53:00","2026-01-14 18:58:00",NULL,4,17.54,70.16,DELIVERED
555,2556,4241,155,20260107,NULL,NULL,20260109,"2026-01-07 14:56:26",0.00,NULL,NULL,"2026-01-09 00:00:00",3,7.75,23.25,CANCELED
555,2557,461,155,20260107,20260110,20260115,NULL,"2026-01-07 14:56:26",0.00,"2026-01-10 14:34:00","2026-01-15 18:11:00",NULL,5,11.83,59.15,DELIVERED
555,2558,3308,155,20260107,20260110,20260115,NULL,"2026-01-07 14:56:26",0.00,"2026-01-10 08:26:00","2026-01-15 10:35:00",NULL,4,15.95,63.80,DELIVERED
556,2561,3146,293,20251112,20251115,20251116,NULL,"2025-11-12 15:26:41",0.00,"2025-11-15 08:32:00","2025-11-16 15:18:08",NULL,4,7.85,31.40,DELIVERED
556,2563,3203,293,20251112,20251115,20251120,NULL,"2025-11-12 15:26:41",0.00,"2025-11-15 14:20:00","2025-11-20 16:36:00",NULL,2,3.06,6.12,DELIVERED
557,2564,4813,90,20250928,20250929,20251001,NULL,"2025-09-28 16:41:34",0.00,"2025-09-29 09:43:00","2025-10-01 11:10:00",NULL,1,22.33,22.33,DELIVERED
558,2571,3992,130,20251110,NULL,NULL,20251110,"2025-11-10 08:15:50",0.00,NULL,NULL,"2025-11-10 00:00:00",4,4.68,18.72,CANCELED
558,2572,4347,130,20251110,20251113,20251118,NULL,"2025-11-10 08:15:50",0.00,"2025-11-13 15:22:00","2025-11-18 15:17:00",NULL,4,5.01,20.04,DELIVERED
558,2573,627,130,20251110,NULL,NULL,20251111,"2025-11-10 08:15:50",0.00,NULL,NULL,"2025-11-11 00:00:00",5,25.72,128.60,CANCELED
558,2575,3781,130,20251110,20251111,20251112,NULL,"2025-11-10 08:15:50",0.00,"2025-11-11 12:10:00","2025-11-12 15:59:10",NULL,4,12.94,51.76,DELIVERED
558,2576,1970,130,20251110,20251112,20251113,NULL,"2025-11-10 08:15:50",0.00,"2025-11-12 14:34:00","2025-11-13 09:28:00",NULL,4,15.14,60.56,DELIVERED
559,2580,1794,138,20210818,20210819,20210820,NULL,"2021-08-18 15:38:27",0.00,"2021-08-19 13:20:00","2021-08-20 09:59:00",NULL,1,3.73,3.73,DELIVERED
560,2582,2615,172,20250317,20250320,20250325,NULL,"2025-03-17 16:52:32",0.00,"2025-03-20 12:37:00","2025-03-25 15:18:00",NULL,1,31.32,31.32,DELIVERED
560,2583,477,172,20250317,20250318,20250323,NULL,"2025-03-17 16:52:32",0.00,"2025-03-18 14:16:00","2025-03-23 13:34:00",NULL,4,5.27,21.08,DELIVERED
560,2584,2398,172,20250317,NULL,NULL,20250319,"2025-03-17 16:52:32",0.00,NULL,NULL,"2025-03-19 00:00:00",5,3.14,15.70,CANCELED
560,2586,3179,172,20250317,NULL,NULL,20250319,"2025-03-17 16:52:32",0.00,NULL,NULL,"2025-03-19 00:00:00",3,11.52,34.56,CANCELED
561,2588,833,10,20250714,20250717,20250718,NULL,"2025-07-14 16:18:25",0.00,"2025-07-17 09:37:00","2025-07-18 10:12:29",NULL,2,14.35,28.70,DELIVERED
561,2590,411,10,20250714,20250717,20250722,NULL,"2025-07-14 16:18:25",0.00,"2025-07-17 11:08:00","2025-07-22 14:21:00",NULL,4,7.13,28.52,DELIVERED
562,2593,3074,66,20250705,20250707,20250710,NULL,"2025-07-05 18:31:06",5.00,"2025-07-07 15:33:00","2025-07-10 09:04:39",NULL,5,9.27,46.35,DELIVERED
563,2596,337,243,20240723,20240726,20240731,NULL,"2024-07-23 08:10:17",0.00,"2024-07-26 15:34:00","2024-07-31 15:43:00",NULL,4,9.27,37.08,DELIVERED
564,2598,413,183,20240723,20240724,20240728,NULL,"2024-07-23 07:10:33",0.00,"2024-07-24 17:01:00","2024-07-28 11:04:00",NULL,1,3.12,3.12,DELIVERED
564,2600,1393,183,20240723,20240725,20240727,NULL,"2024-07-23 07:10:33",0.00,"2024-07-25 17:23:00","2024-07-27 09:13:00",NULL,2,8.81,17.62,DELIVERED
566,2603,4339,148,20251128,20251130,20251201,NULL,"2025-11-28 00:36:55",0.00,"2025-11-30 09:44:00","2025-12-01 10:23:00",NULL,2,13.96,27.92,DELIVERED
566,2605,3516,148,20251128,20251130,20251203,NULL,"2025-11-28 00:36:55",0.00,"2025-11-30 12:43:00","2025-12-03 11:07:00",NULL,5,5.85,29.25,DELIVERED
566,2607,1028,148,20251128,20251130,20251204,NULL,"2025-11-28 00:36:55",0.00,"2025-11-30 13:09:00","2025-12-04 11:45:00",NULL,4,3.95,15.80,DELIVERED
566,2608,1747,148,20251128,20251130,20251202,NULL,"2025-11-28 00:36:55",0.00,"2025-11-30 08:03:00","2025-12-02 09:08:00",NULL,5,16.12,80.60,DELIVERED
567,2609,61,155,20260317,20260318,20260319,NULL,"2026-03-17 09:30:58",0.00,"2026-03-18 16:00:00","2026-03-19 13:24:00",NULL,5,7.33,36.65,DELIVERED
567,2612,2903,155,20260317,20260318,20260319,NULL,"2026-03-17 09:30:58",0.00,"2026-03-18 10:09:00","2026-03-19 09:43:21",NULL,3,4.34,13.02,DELIVERED
567,2613,290,155,20260317,20260319,20260320,NULL,"2026-03-17 09:30:58",0.00,"2026-03-19 09:12:00","2026-03-20 15:27:00",NULL,4,11.25,45.00,DELIVERED
568,2615,4176,28,20231209,20231210,20231211,NULL,"2023-12-09 17:45:33",0.00,"2023-12-10 17:52:00","2023-12-11 11:05:50",NULL,3,17.55,52.65,DELIVERED
568,2617,4192,28,20231209,20231210,20231214,NULL,"2023-12-09 17:45:33",0.00,"2023-12-10 16:53:00","2023-12-14 16:17:00",NULL,5,2.89,14.45,DELIVERED
568,2618,4506,28,20231209,20231210,20231211,NULL,"2023-12-09 17:45:33",0.00,"2023-12-10 08:24:00","2023-12-11 11:05:50",NULL,5,7.27,36.35,DELIVERED
568,2619,993,28,20231209,20231212,20231215,NULL,"2023-12-09 17:45:33",0.00,"2023-12-12 16:01:00","2023-12-15 15:55:00",NULL,4,15.25,61.00,DELIVERED
569,2621,32,93,20251016,20251019,20251021,NULL,"2025-10-16 17:30:08",0.00,"2025-10-19 16:30:00","2025-10-21 18:26:00",NULL,1,10.11,10.11,DELIVERED
569,2622,1088,93,20251016,20251018,20251021,NULL,"2025-10-16 17:30:08",0.00,"2025-10-18 10:47:00","2025-10-21 14:18:15",NULL,5,7.25,36.25,DELIVERED
569,2624,1424,93,20251016,20251017,20251021,NULL,"2025-10-16 17:30:08",0.00,"2025-10-17 09:39:00","2025-10-21 18:32:00",NULL,3,7.67,23.01,DELIVERED
570,2625,3914,109,20220925,20220926,20220930,NULL,"2022-09-25 14:53:59",0.00,"2022-09-26 17:42:00","2022-09-30 17:08:00",NULL,4,23.93,95.72,DELIVERED
570,2626,2635,109,20220925,NULL,NULL,20220926,"2022-09-25 14:53:59",0.00,NULL,NULL,"2022-09-26 00:00:00",3,6.13,18.39,CANCELED
571,2631,979,35,20210502,20210503,20210508,NULL,"2021-05-02 15:54:50",0.00,"2021-05-03 17:33:00","2021-05-08 16:12:00",NULL,5,30.90,154.50,DELIVERED
571,2632,4476,35,20210502,20210503,20210504,NULL,"2021-05-02 15:54:50",0.00,"2021-05-03 15:58:00","2021-05-04 16:44:00",NULL,5,4.38,21.90,DELIVERED
571,2633,3374,35,20210502,20210504,20210509,NULL,"2021-05-02 15:54:50",0.00,"2021-05-04 13:21:00","2021-05-09 11:02:00",NULL,2,8.16,16.32,DELIVERED
572,2635,2705,70,20250919,20250920,20250923,NULL,"2025-09-19 18:49:34",10.00,"2025-09-20 11:36:00","2025-09-23 09:24:00",NULL,1,10.67,10.67,DELIVERED
574,2640,3643,50,20240108,20240109,20240110,NULL,"2024-01-08 13:30:25",0.00,"2024-01-09 11:26:00","2024-01-10 10:54:13",NULL,4,2.40,9.60,DELIVERED
574,2643,3945,50,20240108,20240111,20240113,NULL,"2024-01-08 13:30:25",0.00,"2024-01-11 08:39:00","2024-01-13 09:19:00",NULL,3,20.56,61.68,DELIVERED
575,2644,2572,7,20250813,20250815,20250820,NULL,"2025-08-13 16:18:41",5.00,"2025-08-15 08:41:00","2025-08-20 11:11:00",NULL,2,16.31,32.62,DELIVERED
575,2645,2123,7,20250813,NULL,NULL,20250815,"2025-08-13 16:18:41",5.00,NULL,NULL,"2025-08-15 00:00:00",5,31.47,157.35,CANCELED
576,2647,4114,198,20260204,20260205,20260206,NULL,"2026-02-04 18:19:12",0.00,"2026-02-05 09:40:00","2026-02-06 13:49:43",NULL,2,8.06,16.12,DELIVERED
576,2648,1203,198,20260204,20260206,20260210,NULL,"2026-02-04 18:19:12",0.00,"2026-02-06 08:06:00","2026-02-10 13:50:00",NULL,5,4.34,21.70,DELIVERED
576,2649,1722,198,20260204,20260207,20260210,NULL,"2026-02-04 18:19:12",0.00,"2026-02-07 16:56:00","2026-02-10 09:22:00",NULL,2,13.90,27.80,DELIVERED
576,2651,3979,198,20260204,20260205,20260210,NULL,"2026-02-04 18:19:12",0.00,"2026-02-05 15:09:00","2026-02-10 13:48:00",NULL,4,3.30,13.20,DELIVERED
577,2653,3836,169,20240608,20240609,20240612,NULL,"2024-06-08 17:35:40",0.00,"2024-06-09 17:12:00","2024-06-12 10:59:00",NULL,3,12.31,36.93,DELIVERED
577,2654,3486,169,20240608,20240611,20240614,NULL,"2024-06-08 17:35:40",0.00,"2024-06-11 13:56:00","2024-06-14 18:50:00",NULL,2,24.21,48.42,DELIVERED
577,2655,3047,169,20240608,20240609,20240610,NULL,"2024-06-08 17:35:40",0.00,"2024-06-09 12:40:00","2024-06-10 09:18:00",NULL,1,4.00,4.00,DELIVERED
577,2657,2993,169,20240608,NULL,NULL,20240609,"2024-06-08 17:35:40",0.00,NULL,NULL,"2024-06-09 00:00:00",5,9.82,49.10,CANCELED
577,2660,2643,169,20240608,20240610,20240614,NULL,"2024-06-08 17:35:40",0.00,"2024-06-10 12:14:00","2024-06-14 09:17:00",NULL,3,3.88,11.64,DELIVERED
578,2661,190,80,20260402,20260404,20260408,NULL,"2026-04-02 07:04:44",0.00,"2026-04-04 15:56:00","2026-04-08 14:49:00",NULL,4,5.69,22.76,DELIVERED
578,2665,36,80,20260402,20260405,20260410,NULL,"2026-04-02 07:04:44",0.00,"2026-04-05 11:33:00","2026-04-10 16:06:00",NULL,2,3.68,7.36,DELIVERED
578,2666,3215,80,20260402,20260404,20260407,NULL,"2026-04-02 07:04:44",0.00,"2026-04-04 10:55:00","2026-04-07 17:37:00",NULL,4,8.59,34.36,DELIVERED
578,2667,3024,80,20260402,20260405,20260407,NULL,"2026-04-02 07:04:44",0.00,"2026-04-05 13:39:00","2026-04-07 16:48:00",NULL,4,18.01,72.04,DELIVERED
579,2669,2714,38,20241117,20241118,20241119,NULL,"2024-11-17 19:38:15",0.00,"2024-11-18 08:06:00","2024-11-19 12:21:00",NULL,2,11.55,23.10,DELIVERED
579,2670,1454,38,20241117,20241119,20241120,NULL,"2024-11-17 19:38:15",0.00,"2024-11-19 15:53:00","2024-11-20 09:32:00",NULL,5,2.41,12.05,DELIVERED
579,2674,90,38,20241117,20241119,20241121,NULL,"2024-11-17 19:38:15",0.00,"2024-11-19 13:03:00","2024-11-21 13:08:00",NULL,3,14.47,43.41,DELIVERED
579,2675,3533,38,20241117,20241118,20241121,NULL,"2024-11-17 19:38:15",0.00,"2024-11-18 11:21:00","2024-11-21 16:40:42",NULL,5,5.35,26.75,DELIVERED
580,2676,265,33,20260411,20260413,20260414,NULL,"2026-04-11 10:01:02",10.00,"2026-04-13 10:38:00","2026-04-14 11:25:44",NULL,1,6.05,6.05,DELIVERED
581,2677,5198,59,20251226,20251228,20251230,NULL,"2025-12-26 15:27:35",5.00,"2025-12-28 17:59:00","2025-12-30 11:14:00",NULL,1,13.07,13.07,DELIVERED
581,2678,3974,59,20251226,20251227,20251229,NULL,"2025-12-26 15:27:35",5.00,"2025-12-27 12:42:00","2025-12-29 09:09:00",NULL,4,3.33,13.32,DELIVERED
581,2680,301,59,20251226,NULL,NULL,20251226,"2025-12-26 15:27:35",5.00,NULL,NULL,"2025-12-26 00:00:00",1,6.47,6.47,CANCELED
582,2684,775,298,20231119,20231121,20231126,NULL,"2023-11-19 10:30:24",0.00,"2023-11-21 11:09:00","2023-11-26 16:31:00",NULL,4,11.52,46.08,DELIVERED
582,2685,1341,298,20231119,20231120,20231123,NULL,"2023-11-19 10:30:24",0.00,"2023-11-20 10:27:00","2023-11-23 15:57:00",NULL,1,8.73,8.73,DELIVERED
582,2686,5286,298,20231119,20231122,20231124,NULL,"2023-11-19 10:30:24",0.00,"2023-11-22 16:07:00","2023-11-24 11:45:00",NULL,1,8.65,8.65,DELIVERED
582,2688,3484,298,20231119,20231121,20231123,NULL,"2023-11-19 10:30:24",0.00,"2023-11-21 16:38:00","2023-11-23 11:52:01",NULL,5,17.74,88.70,DELIVERED
582,2689,2572,298,20231119,20231122,20231123,NULL,"2023-11-19 10:30:24",0.00,"2023-11-22 13:41:00","2023-11-23 11:52:01",NULL,5,16.90,84.50,DELIVERED
583,2691,1790,123,20230725,20230728,20230731,NULL,"2023-07-25 14:49:39",5.00,"2023-07-28 09:57:00","2023-07-31 15:38:18",NULL,3,10.18,30.54,DELIVERED
585,2693,5013,84,20250620,20250622,20250623,NULL,"2025-06-20 08:45:12",0.00,"2025-06-22 17:10:00","2025-06-23 17:48:00",NULL,5,16.97,84.85,DELIVERED
586,2695,412,65,20250711,20250712,20250716,NULL,"2025-07-11 08:03:18",0.00,"2025-07-12 16:43:00","2025-07-16 09:49:00",NULL,5,5.41,27.05,DELIVERED
586,2701,515,65,20250711,20250712,20250716,NULL,"2025-07-11 08:03:18",0.00,"2025-07-12 09:05:00","2025-07-16 10:13:00",NULL,4,9.84,39.36,DELIVERED
587,2702,941,272,20250127,20250129,20250131,NULL,"2025-01-27 17:56:18",0.00,"2025-01-29 09:46:00","2025-01-31 14:32:00",NULL,2,6.82,13.64,DELIVERED
587,2705,1365,272,20250127,20250130,20250203,NULL,"2025-01-27 17:56:18",0.00,"2025-01-30 11:36:00","2025-02-03 18:42:00",NULL,2,7.23,14.46,DELIVERED
588,2710,871,90,20251130,20251202,20251205,NULL,"2025-11-30 09:01:26",0.00,"2025-12-02 17:12:00","2025-12-05 12:52:00",NULL,3,20.06,60.18,DELIVERED
588,2711,4775,90,20251130,20251201,20251204,NULL,"2025-11-30 09:01:26",0.00,"2025-12-01 12:38:00","2025-12-04 17:14:00",NULL,4,9.71,38.84,DELIVERED
588,2713,3717,90,20251130,20251203,20251204,NULL,"2025-11-30 09:01:26",0.00,"2025-12-03 16:25:00","2025-12-04 15:51:00",NULL,3,4.27,12.81,DELIVERED
588,2714,1804,90,20251130,20251202,20251204,NULL,"2025-11-30 09:01:26",0.00,"2025-12-02 12:31:00","2025-12-04 12:16:00",NULL,1,2.85,2.85,DELIVERED
590,2720,1239,137,20251226,NULL,NULL,20251228,"2025-12-26 07:12:48",10.00,NULL,NULL,"2025-12-28 00:00:00",2,8.50,17.00,CANCELED
591,2725,4503,221,20240903,20240906,20240909,NULL,"2024-09-03 17:32:24",0.00,"2024-09-06 08:04:00","2024-09-09 13:16:00",NULL,3,15.00,45.00,DELIVERED
591,2726,1129,221,20240903,NULL,NULL,20240905,"2024-09-03 17:32:24",0.00,NULL,NULL,"2024-09-05 00:00:00",2,5.36,10.72,CANCELED
591,2728,3128,221,20240903,NULL,NULL,20240903,"2024-09-03 17:32:24",0.00,NULL,NULL,"2024-09-03 00:00:00",1,2.91,2.91,CANCELED
592,2729,2922,159,20260203,20260204,20260206,NULL,"2026-02-03 18:48:36",5.00,"2026-02-04 12:04:00","2026-02-06 13:38:55",NULL,5,7.34,36.70,DELIVERED
593,2735,855,190,20250226,20250228,20250305,NULL,"2025-02-26 07:37:35",0.00,"2025-02-28 12:43:00","2025-03-05 11:09:00",NULL,4,17.29,69.16,DELIVERED
594,2737,3250,177,20240707,20240708,20240712,NULL,"2024-07-07 14:08:19",10.00,"2024-07-08 15:48:00","2024-07-12 16:17:00",NULL,4,2.29,9.16,DELIVERED
594,2739,744,177,20240707,20240708,20240713,NULL,"2024-07-07 14:08:19",10.00,"2024-07-08 10:24:00","2024-07-13 11:13:00",NULL,2,7.53,15.06,DELIVERED
595,2740,3283,122,20251124,20251127,20251128,NULL,"2025-11-24 12:32:55",10.00,"2025-11-27 12:09:00","2025-11-28 12:16:00",NULL,4,7.12,28.48,DELIVERED
597,2746,3676,104,20230415,20230417,20230420,NULL,"2023-04-15 17:22:39",0.00,"2023-04-17 08:32:00","2023-04-20 15:40:00",NULL,4,3.96,15.84,DELIVERED
597,2747,2881,104,20230415,NULL,NULL,20230415,"2023-04-15 17:22:39",0.00,NULL,NULL,"2023-04-15 00:00:00",1,6.50,6.50,CANCELED
597,2748,4692,104,20230415,NULL,NULL,20230417,"2023-04-15 17:22:39",0.00,NULL,NULL,"2023-04-17 00:00:00",5,3.72,18.60,CANCELED
598,2752,59,9,20230107,20230108,20230113,NULL,"2023-01-07 10:50:53",5.00,"2023-01-08 11:21:00","2023-01-13 15:02:00",NULL,1,6.23,6.23,DELIVERED
600,2755,4141,54,20251204,20251207,20251208,NULL,"2025-12-04 18:22:18",0.00,"2025-12-07 08:20:00","2025-12-08 15:46:15",NULL,5,6.38,31.90,DELIVERED
601,2759,343,107,20241006,NULL,NULL,20241006,"2024-10-06 12:52:38",0.00,NULL,NULL,"2024-10-06 00:00:00",1,32.25,32.25,CANCELED
601,2760,4507,107,20241006,20241009,20241013,NULL,"2024-10-06 12:52:38",0.00,"2024-10-09 10:11:00","2024-10-13 11:51:00",NULL,4,11.57,46.28,DELIVERED
601,2761,127,107,20241006,20241009,20241010,NULL,"2024-10-06 12:52:38",0.00,"2024-10-09 12:30:00","2024-10-10 11:58:00",NULL,1,13.43,13.43,DELIVERED
601,2762,3440,107,20241006,NULL,NULL,20241006,"2024-10-06 12:52:38",0.00,NULL,NULL,"2024-10-06 00:00:00",5,31.57,157.85,CANCELED
601,2763,4867,107,20241006,20241007,20241009,NULL,"2024-10-06 12:52:38",0.00,"2024-10-07 17:59:00","2024-10-09 09:07:00",NULL,5,13.31,66.55,DELIVERED
601,2765,205,107,20241006,20241008,20241010,NULL,"2024-10-06 12:52:38",0.00,"2024-10-08 17:18:00","2024-10-10 15:22:00",NULL,5,8.71,43.55,DELIVERED
603,2769,1539,142,20250620,20250623,20250624,NULL,"2025-06-20 15:11:17",0.00,"2025-06-23 14:05:00","2025-06-24 14:55:26",NULL,4,7.46,29.84,DELIVERED
603,2770,4443,142,20250620,20250622,20250624,NULL,"2025-06-20 15:11:17",0.00,"2025-06-22 14:02:00","2025-06-24 10:45:00",NULL,3,7.55,22.65,DELIVERED
604,2774,3528,215,20260116,20260117,20260121,NULL,"2026-01-16 09:54:41",0.00,"2026-01-17 17:32:00","2026-01-21 18:59:00",NULL,5,8.65,43.25,DELIVERED
605,2777,3972,243,20250727,20250728,20250802,NULL,"2025-07-27 09:39:35",0.00,"2025-07-28 13:36:00","2025-08-02 13:10:00",NULL,2,18.37,36.74,DELIVERED
605,2778,2171,243,20250727,20250730,20250803,NULL,"2025-07-27 09:39:35",0.00,"2025-07-30 14:37:00","2025-08-03 11:25:00",NULL,2,4.94,9.88,DELIVERED
605,2780,5040,243,20250727,20250729,20250730,NULL,"2025-07-27 09:39:35",0.00,"2025-07-29 14:20:00","2025-07-30 16:31:00",NULL,1,7.71,7.71,DELIVERED
605,2782,3471,243,20250727,NULL,NULL,20250729,"2025-07-27 09:39:35",0.00,NULL,NULL,"2025-07-29 00:00:00",1,4.57,4.57,CANCELED
606,2784,5172,45,20221019,20221022,20221025,NULL,"2022-10-19 06:31:02",0.00,"2022-10-22 11:58:00","2022-10-25 18:38:00",NULL,5,8.13,40.65,DELIVERED
607,2788,2062,226,20240426,20240428,20240429,NULL,"2024-04-26 08:06:06",0.00,"2024-04-28 12:56:00","2024-04-29 13:11:00",NULL,5,18.67,93.35,DELIVERED
608,2790,3379,169,20231122,20231124,20231125,NULL,"2023-11-22 18:37:31",0.00,"2023-11-24 12:51:00","2023-11-25 17:45:47",NULL,4,3.84,15.36,DELIVERED
608,2791,2660,169,20231122,20231124,20231129,NULL,"2023-11-22 18:37:31",0.00,"2023-11-24 17:09:00","2023-11-29 18:17:00",NULL,5,8.25,41.25,DELIVERED
608,2793,2707,169,20231122,20231124,20231127,NULL,"2023-11-22 18:37:31",0.00,"2023-11-24 08:49:00","2023-11-27 17:52:00",NULL,4,10.20,40.80,DELIVERED
608,2794,1662,169,20231122,20231123,20231125,NULL,"2023-11-22 18:37:31",0.00,"2023-11-23 15:11:00","2023-11-25 17:45:47",NULL,3,23.01,69.03,DELIVERED
609,2797,1401,130,20250727,20250729,20250731,NULL,"2025-07-27 08:49:46",0.00,"2025-07-29 10:54:00","2025-07-31 16:58:00",NULL,4,16.21,64.84,DELIVERED
610,2802,3169,179,20230819,20230822,20230827,NULL,"2023-08-19 18:58:18",0.00,"2023-08-22 17:59:00","2023-08-27 11:08:00",NULL,1,7.89,7.89,DELIVERED
610,2803,868,179,20230819,20230821,20230822,NULL,"2023-08-19 18:58:18",0.00,"2023-08-21 08:40:00","2023-08-22 12:35:00",NULL,2,4.98,9.96,DELIVERED
610,2804,87,179,20230819,NULL,NULL,20230821,"2023-08-19 18:58:18",0.00,NULL,NULL,"2023-08-21 00:00:00",1,19.11,19.11,CANCELED
611,2808,1391,92,20260414,20260415,20260416,NULL,"2026-04-14 09:16:10",0.00,"2026-04-15 08:57:00","2026-04-16 12:18:50",NULL,3,8.30,24.90,DELIVERED
611,2810,393,92,20260414,20260417,20260420,NULL,"2026-04-14 09:16:10",0.00,"2026-04-17 14:18:00","2026-04-20 15:09:00",NULL,2,5.15,10.30,DELIVERED
