product_key,product_id,product_sku,product_name,product_type,brand_name,subcategory_id,category,subcategory,unit_size,price,stock_quantity,is_active,date_created,date_inactive
667,4971,LDP5F3WEAU6W,"BlueHaven Springs Spring Water","Spring Water","BlueHaven Springs",12,"Food and Beverages",Water,"24 ct",6.18,204,1,2019-06-04,NULL
668,7404,NYGWJSHAOK1O,"NaturaPress Buttermilk",Buttermilk,NaturaPress,1,"Food and Beverages",Dairy,"1 qt",7.08,286,1,2019-06-04,NULL
669,9130,S2SU58I6T9XV,"Aurora Fields Roasted Cashews","Roasted Cashews","Aurora Fields",3,"Food and Beverages",Snacks,"16 oz",8.87,271,1,2019-06-04,NULL
670,9087,YV4Q35XPRSMG,"VitaVerde Infant Overnight Diapers","Overnight Diapers","VitaVerde Infant",36,"Baby and Childcare","Diapers and Wipes","30 ct",7.54,246,1,2019-06-04,NULL
671,5030,OUDFZT8LT4HG,"EverBloom Foods Fruit Snacks","Fruit Snacks","EverBloom Foods",3,"Food and Beverages",Snacks,"20 ct",2.07,22,1,2019-06-05,NULL
672,6491,TAAONVTCY6V5,"SunVale Juices Pomegranate Juice","Pomegranate Juice","SunVale Juices",9,"Food and Beverages",Juice,"32 oz",7.77,42,1,2019-06-05,NULL
673,5632,2FU94ER6C75O,"Lunafresh Paper Napkins","Paper Napkins",Lunafresh,23,"Household Goods and Cleaning Products","Disposable Tableware","100 ct",15.67,119,1,2019-06-06,NULL
674,4750,6XQ4AS3TB17Z,"SunVale Kitchen Naan Bread","Naan Bread","SunVale Kitchen",2,"Food and Beverages","Baked Goods","8 ct",7.09,171,1,2019-06-06,NULL
675,4783,J2N0UG3MYNMF,"BrightNest Freezer Bags","Freezer Bags",BrightNest,22,"Household Goods and Cleaning Products","Food Storages and Wraps","15 ct",16.25,173,1,2019-06-06,NULL
676,7268,NXWJR64N7W3P,"Aurora Fields Baking Soda","Baking Soda","Aurora Fields",7,"Food and Beverages",Pantry,"1 lb",5.27,293,1,2019-06-06,NULL
677,6668,QVUM3TOPESW1,"Crescent Grove Sausages",Sausages,"Crescent Grove",5,"Food and Beverages",Meat,"12 oz",2.82,291,1,2019-06-06,NULL
678,5101,ZZWZ06274NXT,"GoldenDrop Carrot Juice","Carrot Juice",GoldenDrop,9,"Food and Beverages",Juice,"32 oz",8.11,157,1,2019-06-06,NULL
679,3989,5QURARD5TCVC,"PureLuxe Home Cutlery Sets","Cutlery Sets","PureLuxe Home",23,"Household Goods and Cleaning Products","Disposable Tableware","48 ct",17.86,217,1,2019-06-07,NULL
680,2262,K9CY343OZ573,"AmberVale Naturals Body Scrub","Body Scrub","AmberVale Naturals",14,"Personal Care and Beauty","Bath and Body","10 oz",11.63,138,1,2019-06-07,NULL
681,3338,MH37BOAIPMCF,"AirVista Daytime Allergy and Sinus","Daytime Allergy and Sinus",AirVista,26,"Health and Wellness Products","Allergy and Sinus","12 ct",12.70,125,1,2019-06-07,NULL
682,8995,US3GHQB6I3H6,"NaturaPress Carrots",Carrots,NaturaPress,4,"Food and Beverages",Produce,"2 lb",4.07,26,1,2019-06-07,NULL
683,7247,0WM821ZRS5A2,"VitaVerde Allergy Nasal Spray","Allergy Nasal Spray",VitaVerde,26,"Health and Wellness Products","Allergy and Sinus","0.5 oz",17.39,207,1,2019-06-08,NULL
684,4443,4H0790VV9JYS,"EverWell Baby Toddler Pear Juice","Toddler Pear Juice","EverWell Baby",35,"Baby and Childcare",Beverages,"32 oz",23.81,261,1,2019-06-08,NULL
685,5341,FY524RWYQTS9,"Auralift Paper Towels","Paper Towels",Auralift,20,"Household Goods and Cleaning Products","Paper Products","1 roll",7.77,158,1,2019-06-08,NULL
686,66,PFL46V8DV1QB,"Lunafresh Vitamin D","Vitamin D",Lunafresh,25,"Health and Wellness Products","Vitamins and Supplements","120 ct",15.71,204,1,2019-06-08,NULL
687,3965,WXALJVH678RR,"NaturaPress Fish Oil","Fish Oil",NaturaPress,25,"Health and Wellness Products","Vitamins and Supplements","60 ct",10.56,54,1,2019-06-08,NULL
688,4653,XLQN00LMNW1B,"FrescaMint Whitening Strips","Whitening Strips",FrescaMint,16,"Personal Care and Beauty","Oral Care","10 ct",12.96,98,1,2019-06-08,NULL
689,1153,5H21LT29L28A,"Crescent Grove Chicken Drumsticks","Chicken Drumsticks","Crescent Grove",5,"Food and Beverages",Meat,"1 lb",3.40,295,1,2019-06-09,NULL
690,8117,P47MEZ605SFK,"Lunafresh Skim Milk","Skim Milk",Lunafresh,1,"Food and Beverages",Dairy,"32 oz",1.67,101,1,2019-06-09,NULL
691,5855,UUG6ATNMWI3S,"PureLuxe Home Lavender Scent Air Freshener","Lavender Scent Air Freshener","PureLuxe Home",24,"Household Goods and Cleaning Products","Air Fresheners","10 oz",16.50,120,1,2019-06-09,NULL
692,4847,XSLSGSQ7NCV6,"Aurora Fields Unsalted Butter","Unsalted Butter","Aurora Fields",1,"Food and Beverages",Dairy,"16 oz",2.46,142,1,2019-06-09,NULL
693,4569,PLO5Y7HA0SBS,"Lunafresh Candle",Candle,Lunafresh,24,"Household Goods and Cleaning Products","Air Fresheners","4 oz",12.42,240,1,2019-06-10,NULL
694,3851,PRXQN5PAN947,"Solterra Roastery Whole Bean Coffee","Whole Bean Coffee","Solterra Roastery",10,"Food and Beverages",Coffee,"32 oz",2.80,292,1,2019-06-10,NULL
695,5425,RVPIDH5O9LOX,"Auralift Wellness Acetaminophen Tablets","Acetaminophen Tablets","Auralift Wellness",28,"Health and Wellness Products","Pain Relief","100 ct",12.04,65,1,2019-06-10,NULL
696,5751,SHXH24R8PJQ2,"PureNourish Plush Toys","Plush Toys",PureNourish,38,"Baby and Childcare",Toys,Medium,18.74,158,1,2019-06-10,NULL
697,4490,8XSWCWVSW74G,"NaturaPress Aviary Bird Seed Mix","Bird Seed Mix","NaturaPress Aviary",32,"Pet Care Products",Birds,"2 lb",13.46,140,1,2019-06-11,NULL
698,719,GZ6J47JPWYV4,"NaturaPress Aquatics Aquarium Heater","Aquarium Heater","NaturaPress Aquatics",33,"Pet Care Products",Fish,50W,25.81,286,1,2019-06-11,NULL
699,7844,MOJHFUZ45FKN,"Crescent Grove Mixed Nuts","Mixed Nuts","Crescent Grove",3,"Food and Beverages",Snacks,"10 oz",8.10,241,1,2019-06-11,NULL
700,8431,ROBCK2ZNL06J,"PureLuxe Home Recycling Bags","Recycling Bags","PureLuxe Home",21,"Household Goods and Cleaning Products","Trash Bags","10 ct",14.80,148,1,2019-06-11,NULL
701,923,WKYO3R9LSQMA,"VitaVerde Infant Newborn Bottles","Newborn Bottles","VitaVerde Infant",37,"Baby and Childcare","Bottles and Cups","4 oz",22.37,278,1,2019-06-11,NULL
702,5115,708X2A2B21LU,"BrightNest Baby Straw Cups","Straw Cups","BrightNest Baby",37,"Baby and Childcare","Bottles and Cups","12 oz",19.07,90,1,2019-06-12,NULL
703,4709,P2W8ZK3RCE9H,"BrightenWell Tooth Powder","Tooth Powder",BrightenWell,16,"Personal Care and Beauty","Oral Care","4 oz",6.17,124,1,2019-06-12,NULL
704,4919,XDJQB2FLT310,"Opalis Skin Face Wash","Face Wash","Opalis Skin",15,"Personal Care and Beauty","Skin Care","12 oz",5.32,268,1,2019-06-12,NULL
705,9333,6BUWXNCHFY2W,"SunVale Kitchen Cornstarch",Cornstarch,"SunVale Kitchen",7,"Food and Beverages",Pantry,"24 oz",8.66,277,1,2019-06-13,NULL
706,8998,0JVZROMHINR7,"VitaVerde Kale",Kale,VitaVerde,4,"Food and Beverages",Produce,"16 oz",2.13,110,1,2019-06-14,NULL
707,2928,2AVMBBKLMUG3,"Velora Naturals Shampoo",Shampoo,"Velora Naturals",13,"Personal Care and Beauty","Hair Care","16 oz",10.93,41,1,2019-06-14,NULL
708,7651,DRSK87FLW1JB,"VitaVerde Avocado Oil","Avocado Oil",VitaVerde,7,"Food and Beverages",Pantry,"16 oz",2.58,272,1,2019-06-14,NULL
709,7391,34V2AGSC3UMZ,"NaturaPress Tomatoes",Tomatoes,NaturaPress,4,"Food and Beverages",Produce,"2 lb",4.45,220,1,2019-06-15,NULL
710,5911,5R4K0L0WMKNL,"NaturaPress Sandwich Bags","Sandwich Bags",NaturaPress,22,"Household Goods and Cleaning Products","Food Storages and Wraps","100 ct",14.39,183,1,2019-06-15,NULL
711,5820,LUY3ZUQGZF48,"NaturaGlow Dry Shampoo","Dry Shampoo",NaturaGlow,13,"Personal Care and Beauty","Hair Care","6 oz",8.50,81,1,2019-06-15,NULL
712,158,VGU8WO1DORJ7,"Lunafresh Fins Aquarium Gravel","Aquarium Gravel","Lunafresh Fins",33,"Pet Care Products",Fish,"5 lb",15.05,202,1,2019-06-15,NULL
713,3369,63N4LZS2OKGB,"PureHaven Teas Matcha Tea","Matcha Tea","PureHaven Teas",11,"Food and Beverages",Tea,"2 oz",5.48,103,1,2019-06-16,NULL
714,6475,6KN82E3BISS6,"BrightBerry Apple Juice","Apple Juice",BrightBerry,9,"Food and Beverages",Juice,"32 oz",5.98,167,1,2019-06-16,NULL
715,5261,QW86VZ57O9HK,"BrightNest Baby Baby Wash","Baby Wash","BrightNest Baby",39,"Baby and Childcare","Bathing and Skin Care","15 oz",14.78,233,1,2019-06-16,NULL
716,2227,SXD4CAFRU3NU,"ClearBreathe Throat Lozenges","Throat Lozenges",ClearBreathe,27,"Health and Wellness Products","Cold and Flu","16 ct",18.26,168,1,2019-06-16,NULL
717,684,0RUWFHX06AB9,"GoldenVale Wings Bird Bath","Bird Bath","GoldenVale Wings",32,"Pet Care Products",Birds,"1 ct",12.45,120,1,2019-06-17,NULL
718,9058,56WZP9KZZBYM,"VitaVerde Chicken Breast","Chicken Breast",VitaVerde,5,"Food and Beverages",Meat,"2 lb",1.66,136,1,2019-06-17,NULL
719,9565,5JGLFQ527WB8,"GoldenVale Spaghetti",Spaghetti,GoldenVale,7,"Food and Beverages",Pantry,"16 oz",8.26,120,1,2019-06-17,NULL
720,2231,CJV4OFIAU5IB,"Zenvana Botanics Shampoo",Shampoo,"Zenvana Botanics",13,"Personal Care and Beauty","Hair Care","16 oz",9.41,64,1,2019-06-17,NULL
721,3092,2K0DBSMHLNIR,"Crescent Grove Paper Napkins","Paper Napkins","Crescent Grove",23,"Household Goods and Cleaning Products","Disposable Tableware","100 ct",14.79,63,1,2019-06-18,NULL
722,6298,BLRKQTC7YL4W,"EverBloom Foods Hamburger Buns","Hamburger Buns","EverBloom Foods",2,"Food and Beverages","Baked Goods","4 ct",9.25,177,1,2019-06-19,NULL
723,1780,LPBQMXHCWKVJ,"GoldenVale Paper Plates","Paper Plates",GoldenVale,23,"Household Goods and Cleaning Products","Disposable Tableware","50 ct",16.53,83,1,2019-06-19,NULL
724,3975,WTG91M1ODTTJ,"Lunafresh Garlic Powder","Garlic Powder",Lunafresh,7,"Food and Beverages",Pantry,"2.5 oz",3.19,74,1,2019-06-19,NULL
725,9667,1SW0FYVMNXIO,"NaturaPress Cranberry Juice","Cranberry Juice",NaturaPress,9,"Food and Beverages",Juice,"12 oz",6.28,225,1,2019-06-20,NULL
726,2433,GXQOYHP3BX9D,"Aurora Leaf Black Tea","Black Tea","Aurora Leaf",11,"Food and Beverages",Tea,"20 ct",2.24,224,1,2019-06-20,NULL
727,9769,LDK30RIZEBTB,"VitaVerde Rice Cakes","Rice Cakes",VitaVerde,3,"Food and Beverages",Snacks,"14 ct",3.44,274,1,2019-06-20,NULL
728,7496,OA3TOKJMI6CF,"NaturaPress Lemons",Lemons,NaturaPress,4,"Food and Beverages",Produce,"2 lb",6.59,264,1,2019-06-20,NULL
729,1618,WXL6FPYLOPZE,"GoldenVale Aqua Aquarium Gravel","Aquarium Gravel","GoldenVale Aqua",33,"Pet Care Products",Fish,"5 lb",15.39,54,1,2019-06-20,NULL
730,7054,39JC1TG75XR1,"Tmart Recycling Bags","Recycling Bags",Tmart,21,"Household Goods and Cleaning Products","Trash Bags","20 ct",4.61,205,1,2019-06-21,NULL
731,6045,5GH41DZF96EN,"Auralift Toilet Paper","Toilet Paper",Auralift,20,"Household Goods and Cleaning Products","Paper Products","12 roll",17.75,51,1,2019-06-21,NULL
732,4043,AI2C3RAB5V3B,"Opalis Skin Eye Cream","Eye Cream","Opalis Skin",15,"Personal Care and Beauty","Skin Care","1 oz",10.73,136,1,2019-06-21,NULL
733,3183,J28ROAGG1EDI,"Freshora Wax Melts","Wax Melts",Freshora,24,"Household Goods and Cleaning Products","Air Fresheners","12 ct",9.70,191,1,2019-06-21,NULL
734,9737,YWLUTGOA44G6,"BlueHaven Root Beer","Root Beer",BlueHaven,8,"Food and Beverages",Soda,"12 oz",5.17,215,1,2019-06-21,NULL
735,3735,DN07SNCAAXRS,"VitaVerde Probiotic",Probiotic,VitaVerde,25,"Health and Wellness Products","Vitamins and Supplements","60 ct",9.26,295,1,2019-06-22,NULL
736,7403,UW7QJ14IHWW4,"Aurora Fields Plain Bagels","Plain Bagels","Aurora Fields",2,"Food and Beverages","Baked Goods","4 ct",3.22,143,1,2019-06-22,NULL
737,4122,06WEJYR7ZUR3,"SunVale Naturals Probiotic",Probiotic,"SunVale Naturals",25,"Health and Wellness Products","Vitamins and Supplements","60 ct",3.46,93,1,2019-06-23,NULL
738,5309,2NSHAVRCPVL4,"Lunafresh Facial Tissues","Facial Tissues",Lunafresh,20,"Household Goods and Cleaning Products","Paper Products","6 ct",14.25,58,1,2019-06-23,NULL
739,9509,8DSGD4GMX92I,"BlueHaven Cola",Cola,BlueHaven,8,"Food and Beverages",Soda,"16 oz",4.46,140,1,2019-06-23,NULL
740,7730,IENED85DBG89,"ZenSol Leafworks Detox Tea","Detox Tea","ZenSol Leafworks",11,"Food and Beverages",Tea,"20 ct",2.74,210,1,2019-06-23,NULL
741,8686,IN2BYZ5UQQJ0,"VitaVerde Beef Broth","Beef Broth",VitaVerde,7,"Food and Beverages",Pantry,"14 oz",4.21,49,1,2019-06-23,NULL
742,6578,MB0TK2DJAVP0,"Freshora Dryer Sheets","Dryer Sheets",Freshora,19,"Household Goods and Cleaning Products",Laundry,"240 ct",14.80,31,1,2019-06-23,NULL
743,7806,01I93BX9H3LK,"Tmart Rice Cakes","Rice Cakes",Tmart,3,"Food and Beverages",Snacks,"14 ct",3.79,128,1,2019-06-24,NULL
744,7494,2NAJYHZR2UHA,"Crescent Grove White Rice","White Rice","Crescent Grove",7,"Food and Beverages",Pantry,"5 lb",7.45,238,1,2019-06-24,NULL
745,7655,6GNA1VOU38ZE,"Lunafresh Tomatoes",Tomatoes,Lunafresh,4,"Food and Beverages",Produce,"2 lb",8.02,236,1,2019-06-24,NULL
746,4347,NGVPQ33PE6QM,"PurePeak Coffee Flavored Coffee","Flavored Coffee","PurePeak Coffee",10,"Food and Beverages",Coffee,"16 oz",4.27,290,1,2019-06-24,NULL
747,3645,NWYNW32J0QWA,"PurePeak Coffee Cold Brew Concentrate","Cold Brew Concentrate","PurePeak Coffee",10,"Food and Beverages",Coffee,"32 oz",1.73,183,1,2019-06-24,NULL
748,5210,ZE3Z6UGH23O3,"Lunafresh Bananas",Bananas,Lunafresh,4,"Food and Beverages",Produce,"3 lb",6.59,153,1,2019-06-24,NULL
749,4520,0UWMWU9PYP7T,"SunVale Kitchen Whipped Cream","Whipped Cream","SunVale Kitchen",1,"Food and Beverages",Dairy,"7 oz",6.44,158,1,2019-06-25,NULL
750,6204,4872O6YI9DLD,"Aurora Fields Coconut Oil","Coconut Oil","Aurora Fields",7,"Food and Beverages",Pantry,"1 gal",9.56,164,1,2019-06-25,NULL
751,696,8PDFY6CB6SZI,"Tmart Chocolate Milk","Chocolate Milk",Tmart,1,"Food and Beverages",Dairy,"32 oz",4.48,196,1,2019-06-25,NULL
752,471,FKMDD13U5NEF,"Auralift Stick Deodorant","Stick Deodorant",Auralift,17,"Personal Care and Beauty",Deodorant,"2 oz",14.78,51,1,2019-06-25,NULL
753,8302,LDIUMNYWHB0J,"NaturaPress Chocolate Chip Cookies","Chocolate Chip Cookies",NaturaPress,3,"Food and Beverages",Snacks,"16 oz",6.99,221,1,2019-06-25,NULL
754,3312,MU8GNIDM0R1I,"GoldenVale Bakery Hamburger Buns","Hamburger Buns","GoldenVale Bakery",2,"Food and Beverages","Baked Goods","16 ct",9.91,72,1,2019-06-25,NULL
755,7834,P5W0H691DOD9,"Crescent Grove Strawberries",Strawberries,"Crescent Grove",4,"Food and Beverages",Produce,"2 pt",9.33,244,1,2019-06-25,NULL
756,1280,UCROU7VHE69L,"PureVanta Toothpaste",Toothpaste,PureVanta,16,"Personal Care and Beauty","Oral Care","8 oz",12.00,146,1,2019-06-25,NULL
757,4119,ERSH3IXOFL0D,"PureHarvest Potato Chips","Potato Chips",PureHarvest,3,"Food and Beverages",Snacks,"16 oz",4.61,167,1,2019-06-26,NULL
758,7369,FHGIFC7A4VCL,"Tmart Laundry Pods","Laundry Pods",Tmart,19,"Household Goods and Cleaning Products",Laundry,"20 ct",10.89,114,1,2019-06-26,NULL
759,2264,I6S9Q2WX9C4U,"Seraphyne Eye Cream","Eye Cream",Seraphyne,15,"Personal Care and Beauty","Skin Care","0.5 oz",12.71,250,1,2019-06-26,NULL
760,2584,LDM1QFK8781X,"EverWell Daytime Allergy and Sinus","Daytime Allergy and Sinus",EverWell,26,"Health and Wellness Products","Allergy and Sinus","12 ct",5.82,155,1,2019-06-26,NULL
761,5046,X31JMDU0QLYD,"Dentavive Dental Picks","Dental Picks",Dentavive,16,"Personal Care and Beauty","Oral Care","50 ct",11.77,50,1,2019-06-26,NULL
762,5758,Y5X4R8SIRG71,"NaturaPress Deodorizing Beads","Deodorizing Beads",NaturaPress,24,"Household Goods and Cleaning Products","Air Fresheners","20 oz",10.15,139,1,2019-06-26,NULL
763,5090,MO6487RMM94J,"Aurora Fields Beef Steaks","Beef Steaks","Aurora Fields",5,"Food and Beverages",Meat,"1 lb",2.98,291,1,2019-06-27,NULL
764,2641,SE6NKZYOGLWR,"GoldenVale Laundry Pods","Laundry Pods",GoldenVale,19,"Household Goods and Cleaning Products",Laundry,"40 ct",12.69,193,1,2019-06-27,NULL
765,8571,3OVRN9R85L2U,"VitaVerde Penne Pasta","Penne Pasta",VitaVerde,7,"Food and Beverages",Pantry,"12 oz",7.74,123,1,2019-06-28,NULL
766,134,6YELYHS0C29E,"Crescent Grove Calcium",Calcium,"Crescent Grove",25,"Health and Wellness Products","Vitamins and Supplements","120 ct",7.65,45,1,2019-06-28,NULL
767,2767,GTPM6Y3T7HR1,"GoldenDrop Diet Cola","Diet Cola",GoldenDrop,8,"Food and Beverages",Soda,"12 oz",4.91,202,1,2019-06-28,NULL
768,5098,IT4FATPRVQKS,"BrightNest Fabric Softener","Fabric Softener",BrightNest,19,"Household Goods and Cleaning Products",Laundry,"32 oz",8.13,173,1,2019-06-28,NULL
769,3213,LMZP7PNGDUHK,"Lunafresh Feathers Bird Seed Mix","Bird Seed Mix","Lunafresh Feathers",32,"Pet Care Products",Birds,"5 lb",23.53,284,1,2019-06-28,NULL
770,155,ZPHOW79FJS7N,"PureNourish Fruit Purees","Fruit Purees",PureNourish,34,"Baby and Childcare","Food and Formula","4 oz 6 ct",20.74,117,1,2019-06-28,NULL
771,9035,051RR2IZWY9E,"SunVale Kitchen Oatmeal",Oatmeal,"SunVale Kitchen",6,"Food and Beverages","Breakfast and Cereal","16 oz",6.04,223,1,2019-06-29,NULL
772,8118,HLQVBQPA8WGF,"BrightBerry Mozzarella Cheese","Mozzarella Cheese",BrightBerry,1,"Food and Beverages",Dairy,"16 oz",2.22,264,1,2019-06-29,NULL
773,214,NC048N0DWSXR,"BrightNest Baby Baby Water","Baby Water","BrightNest Baby",35,"Baby and Childcare",Beverages,"16 oz",20.20,146,1,2019-06-29,NULL
774,4175,8HOUSY0JAU5C,"PurePaw Naturals Catnip Toys","Catnip Toys","PurePaw Naturals",31,"Pet Care Products",Cats,"6 ct",22.01,100,1,2019-06-30,NULL
775,3034,936RPDDGOAM0,"NaturaPress Tall Kitchen Bags","Tall Kitchen Bags",NaturaPress,21,"Household Goods and Cleaning Products","Trash Bags","20 ct",11.86,213,1,2019-06-30,NULL
776,9530,IGPBY3D1WNCV,"Lunafresh Strawberry Soda","Strawberry Soda",Lunafresh,8,"Food and Beverages",Soda,"12 oz",2.03,56,1,2019-06-30,NULL
777,2286,63PE8EAN55C8,"NaturaGlow Leave-In Conditioner","Leave-In Conditioner",NaturaGlow,13,"Personal Care and Beauty","Hair Care","8 oz",5.19,71,1,2019-07-01,NULL
778,5629,A7ZGUOIGL8ZR,"SunVale Kitchen Butter Cookies","Butter Cookies","SunVale Kitchen",3,"Food and Beverages",Snacks,"24 ct",8.36,220,1,2019-07-01,NULL
779,4858,SSRTMCD4Z62D,"GoldenVale Paper Towels","Paper Towels",GoldenVale,20,"Household Goods and Cleaning Products","Paper Products","12 roll",11.46,224,1,2019-07-01,NULL
780,4259,YT7F2JJ063DY,"Aurora Fields Naan Bread","Naan Bread","Aurora Fields",2,"Food and Beverages","Baked Goods","8 ct",5.62,41,1,2019-07-01,NULL
781,3367,28CFA1K4VBEZ,"PureRelief Tweezers",Tweezers,PureRelief,29,"Health and Wellness Products","First Aid","1 ct",3.93,259,1,2019-07-02,NULL
782,751,JTUU3SLBOSFE,"SinusEase Nighttime Allergy and Sinus","Nighttime Allergy and Sinus",SinusEase,26,"Health and Wellness Products","Allergy and Sinus","12 ct",6.27,189,1,2019-07-02,NULL
783,8740,QC54YTWZY7FB,"Crescent Grove Chocolate Chip Cookies","Chocolate Chip Cookies","Crescent Grove",3,"Food and Beverages",Snacks,"12 oz",3.86,150,1,2019-07-02,NULL
784,9277,XSI9SNK7FOPG,"Lunafresh Italian Sausage","Italian Sausage",Lunafresh,5,"Food and Beverages",Meat,"16 oz",8.48,255,1,2019-07-02,NULL
785,1549,Y2K85QCO8JFZ,"PureLuxe Home Bleach",Bleach,"PureLuxe Home",19,"Household Goods and Cleaning Products",Laundry,"32 oz",15.99,215,1,2019-07-02,NULL
786,1398,5EUHC9Y1QOKC,"Auralift Baby Toddler Apple Juice","Toddler Apple Juice","Auralift Baby",35,"Baby and Childcare",Beverages,"6 ct",12.49,58,1,2019-07-03,NULL
787,8479,I42TS7MX492R,"VitaVerde Cucumbers",Cucumbers,VitaVerde,4,"Food and Beverages",Produce,"1 ct",9.65,121,1,2019-07-03,NULL
788,5959,PFGNIYDY8CY9,"SunVale Home Bathroom Cleaner","Bathroom Cleaner","SunVale Home",18,"Household Goods and Cleaning Products","Cleaning Supplies","30 oz",9.59,285,1,2019-07-03,NULL
789,4225,RWAZW97T7J6Z,"NaturaPress Muscle and Joint Gel","Muscle and Joint Gel",NaturaPress,28,"Health and Wellness Products","Pain Relief","4 oz",18.61,41,1,2019-07-03,NULL
790,9100,4R31EYVPNTNA,"VitaVerde Lemons",Lemons,VitaVerde,4,"Food and Beverages",Produce,"2 lb",1.55,76,1,2019-07-04,NULL
791,8980,FH93XVM7LB5C,"Crescent Brew Cherry Cola","Cherry Cola","Crescent Brew",8,"Food and Beverages",Soda,"12 oz",7.21,71,1,2019-07-04,NULL
792,752,FQBQDE4UG5KH,"NaturaPress Large Trash Bags","Large Trash Bags",NaturaPress,21,"Household Goods and Cleaning Products","Trash Bags","20 ct",16.81,156,1,2019-07-04,NULL
793,8625,L5TJS627TFNB,"NaturaPress Kale",Kale,NaturaPress,4,"Food and Beverages",Produce,"16 oz",8.39,255,1,2019-07-05,NULL
794,7803,ZBSDKH5JPDEL,"NaturaPress Tropical Scent Air Freshener","Tropical Scent Air Freshener",NaturaPress,24,"Household Goods and Cleaning Products","Air Fresheners","8 oz",16.12,91,1,2019-07-05,NULL
795,2901,ZGORBII9X0QK,"GoldenVale Health Instant Cold Packs","Instant Cold Packs","GoldenVale Health",29,"Health and Wellness Products","First Aid","4 ct",16.85,114,1,2019-07-05,NULL
796,101,D9T4D92VZG7W,"Velique Organics Eye Cream","Eye Cream","Velique Organics",15,"Personal Care and Beauty","Skin Care","1 oz",8.58,113,1,2019-07-06,NULL
797,947,EXF8X4MIOD7P,"EverClean Food Storage Containers","Food Storage Containers",EverClean,22,"Household Goods and Cleaning Products","Food Storages and Wraps","4 ct",10.31,180,1,2019-07-08,NULL
798,3709,HGV7UIIMOEVJ,"VitaVerde Orange Juice","Orange Juice",VitaVerde,9,"Food and Beverages",Juice,"12 oz",6.30,246,1,2019-07-08,NULL
799,9753,6YD2O99Z7EXX,"PureHarvest Plain Yogurt","Plain Yogurt",PureHarvest,1,"Food and Beverages",Dairy,"5 oz",6.53,212,1,2019-07-09,NULL
800,3853,EC9UDCNCSY2M,"Auralift Baby Shape Sorters","Shape Sorters","Auralift Baby",38,"Baby and Childcare",Toys,"12 shapes",21.45,87,1,2019-07-09,NULL
801,4368,H4SSCRH49LTQ,"ComfortCure Kids Toddler Milk Drink","Toddler Milk Drink","ComfortCure Kids",35,"Baby and Childcare",Beverages,"32 oz",14.02,287,1,2019-07-09,NULL
802,3071,ABR8FVVBXHQM,"Tmart Iced Coffee","Iced Coffee",Tmart,10,"Food and Beverages",Coffee,"32 oz",3.30,216,1,2019-07-10,NULL
803,6060,BJNL2BSDSW5T,"Crescent Grove Gallon Storage Bags","Gallon Storage Bags","Crescent Grove",22,"Household Goods and Cleaning Products","Food Storages and Wraps","30 ct",13.58,229,1,2019-07-10,NULL
804,6573,OJCJ4DYQC3ZP,"GoldenDrop Tropical Blend","Tropical Blend",GoldenDrop,9,"Food and Beverages",Juice,"12 oz",4.74,175,1,2019-07-10,NULL
805,5811,UBNSYU3NJLR6,"PureLuxe Home Citrus Gel Cone Air Freshener","Citrus Gel Cone Air Freshener","PureLuxe Home",24,"Household Goods and Cleaning Products","Air Fresheners","6 oz",6.61,170,1,2019-07-10,NULL
806,714,FB3Y2OAWZCOI,"NaturaPress Headache Relief Caplets","Headache Relief Caplets",NaturaPress,28,"Health and Wellness Products","Pain Relief","50 ct",7.66,224,1,2019-07-11,NULL
807,9047,JMQB0QTC6BYC,"Lunafresh Passion Fruit Juice","Passion Fruit Juice",Lunafresh,9,"Food and Beverages",Juice,"32 oz",5.55,22,1,2019-07-11,NULL
808,9892,NKKLUG85I2TF,"Aurora Fields Canned Soup","Canned Soup","Aurora Fields",7,"Food and Beverages",Pantry,"10 oz",2.78,148,1,2019-07-11,NULL
809,6014,NYSK9F8VSGIR,"GoldenVale Health Gauze Pads","Gauze Pads","GoldenVale Health",29,"Health and Wellness Products","First Aid","10 ct",6.92,240,1,2019-07-11,NULL
810,1396,QZU3HZ7IIU09,"AirVista Nighttime Allergy and Sinus","Nighttime Allergy and Sinus",AirVista,26,"Health and Wellness Products","Allergy and Sinus","24 ct",17.56,55,1,2019-07-11,NULL
811,8027,U7MFSLMAM65T,"ComfortCure Kids Training Pants","Training Pants","ComfortCure Kids",36,"Baby and Childcare","Diapers and Wipes","20 ct",15.70,182,1,2019-07-11,NULL
812,2576,7QXPGFD5DR83,"Crescent Grove Paper Towels","Paper Towels","Crescent Grove",20,"Household Goods and Cleaning Products","Paper Products","6 roll",16.66,215,1,2019-07-12,NULL
813,1434,I29Q405PHTH5,"Crescent Grove Corn Tortillas","Corn Tortillas","Crescent Grove",2,"Food and Beverages","Baked Goods","20 ct",8.99,213,1,2019-07-12,NULL
814,1839,PA84JPSAZHIL,"NaturaPress Paws Dry Dog Food","Dry Dog Food","NaturaPress Paws",30,"Pet Care Products",Dogs,"5 lb",13.01,111,1,2019-07-12,NULL
815,9246,QPYO39X4ECAV,"Lunafresh Beef Broth","Beef Broth",Lunafresh,7,"Food and Beverages",Pantry,"14 oz",8.25,179,1,2019-07-12,NULL
816,4237,66QLX8NYZFJX,"GoldenVale Kettle Corn","Kettle Corn",GoldenVale,3,"Food and Beverages",Snacks,"6 oz",1.92,256,1,2019-07-13,NULL
